27,-0.204531,0.0678416,0
31,-0.357929,0.0585184,0
28,0.0920388,0.0595254,0
25,0.56246,0.083299,0
30,-0.572686,0.0651255,0
34,1.01243,0.0753033,0
32,-0.715858,0.0498512,0
32,0.521553,0.0605631,0
36,0.552233,0.064744,0
34,-0.337476,0.0801862,0
29,0.388608,0.0668498,0
33,0.409062,0.0672465,0
29,-0.327249,0.0667887,0
30,0.194304,0.0619059,0
30,0.552233,0.080293,0
44,0.122718,0.078996,0
24,-0.613592,0.0573434,0
25,-0.79767,0.069688,0
22,0.889709,0.0679332,0
31,-0.173851,0.0602884,0
26,0.56246,0.0616922,0
37,-0.378382,0.0786145,0
34,1.06356,0.101137,0
28,0.23521,0.0651255,0
24,-0.368155,0.0708019,0
25,-0.439741,0.0716564,0
29,0.848803,0.0772412,0
36,-0.695405,0.0781872,0
43,0.327249,0.0651255,0
32,0.0409062,0.0628672,0
25,-0.388608,0.0740063,0
30,0.112492,0.0745708,0
33,-0.122718,0.0560311,0
30,0.695405,0.0609598,0
31,-0.378382,0.0629587,0
23,0.644272,0.0635843,0
27,-0.112492,0.066865,0
34,-0.26589,0.0625925,0
36,-0.56246,0.0639658,0
30,-0.378382,0.0763561,0
28,0.82835,0.0654307,0
26,-0.0920388,0.0600443,0
28,-0.930615,0.0930648,0
29,0.214757,0.0708476,0
33,-0.685178,0.0621347,0
35,0.0920388,0.0746014,0
38,0.951068,0.0776837,0
29,0.79767,0.0629435,0
29,0.542007,0.0597848,0
30,-0.26589,0.0567941,0
29,0.245437,0.0588846,0
28,-0.368155,0.0716869,0
34,-0.194304,0.069398,0
25,-0.194304,0.0736095,0
31,-0.337476,0.0697337,0
36,0.368155,0.0654765,0
27,-0.388608,0.0758679,0
27,-0.5011,0.0772564,0
30,0.634045,0.0616159,0
31,0.409062,0.0693065,0
31,-0.572686,0.0661479,0
22,-0.419288,0.0579538,0
28,-0.777217,0.0607919,0
29,0.0613592,0.0511788,0
26,-0.603366,0.0661326,0
26,0.102265,0.0666209,0
29,0.194304,0.0590372,0
36,0.224984,0.0572519,0
27,0.184078,0.0591135,0
32,-0.29657,0.0678721,0
28,-0.337476,0.0764019,0
39,-0.869256,0.0691691,0
22,-0.0715858,0.0814984,0
25,0.132945,0.070573,0
28,-0.0715858,0.0662852,0
32,-0.184078,0.0893568,0
26,-0.685178,0.0793774,0
29,0.317023,0.0668498,0
32,0.746537,0.0688334,0
33,-0.0715858,0.0665751,0
39,0.552233,0.0602884,0
30,-0.276117,0.0604257,0
30,0.409062,0.0639963,0
33,0.644272,0.0720531,0
31,0.552233,0.0661631,0
32,0.991974,0.0574807,0
43,0.5011,0.0584115,0
35,1.03288,0.0647593,0
34,0.654498,0.0691539,0
33,-0.23521,0.0623026,0
34,0.593139,0.073579,0
28,0.53178,0.0643015,0
29,0.490874,0.0655985,0
27,0.593139,0.0544137,0
36,-0.470421,0.0864729,0
33,1.28854,0.0707256,0
28,0.204531,0.079118,0
41,0.112492,0.0650187,0
27,-0.317023,0.071519,0
30,1.28854,0.0691386,0
29,-0.572686,0.0835737,0
29,0.388608,0.0628977,0
46,-0.838576,0.0642557,0
31,0.521553,0.0769818,0
23,-0.56246,0.0627604,0
27,1.0022,0.0585641,0
30,1.22718,0.0669871,0
33,-0.449968,0.0614328,0
33,0.409062,0.0625162,0
31,0.777217,0.0688182,0
33,1.1556,0.067689,0
26,0.153398,0.0644236,0
29,0.286343,0.0558633,0
24,-0.0204531,0.0738537,0
30,0.317023,0.0646067,0
27,0.756764,0.0636149,0
32,1.26809,0.0630503,0
35,0.521553,0.0699931,0
31,0.0102265,0.0826276,0
31,-0.654498,0.0625925,0
40,1.24764,0.0659342,0
38,-0.102265,0.0822766,0
35,-0.685178,0.0729686,0
31,-0.0306796,0.0709697,0
32,-0.685178,0.0589303,0
30,0.521553,0.0653239,0
35,0.245437,0.0730755,0
33,-0.388608,0.0653697,0
28,-0.327249,0.0690776,0
48,0.0920388,0.0858473,0
24,0.869256,0.0759899,0
31,-0.327249,0.106035,0
33,0.542007,0.0572061,0
34,-0.0613592,0.0565957,0
39,-0.357929,0.0743877,0
35,0.439741,0.0748302,0
35,0.53178,0.0808423,0
38,-0.715858,0.0577249,0
37,0.357929,0.0643168,0
40,0.746537,0.0603037,0
41,0.0818123,0.0734417,0
22,1.27832,0.0656138,0
30,0.194304,0.0951858,0
27,0.736311,0.0750744,0
28,-0.132945,0.0930953,0
41,0.79767,0.0721599,0
