25,0.848803,0.0650034,0
34,-0.0818123,0.0691539,0
37,0.654498,0.0863813,0
30,-0.224984,0.0614023,0
32,-0.0102265,0.0720684,0
27,-0.56246,0.0652934,0
48,-0.276117,0.0653849,0
34,-0.572686,0.0734569,0
41,0.317023,0.0736858,0
33,0.695405,0.0615091,0
30,0.991974,0.0716716,0
26,0.807897,0.0681468,0
27,0.286343,0.0770428,0
24,0.173851,0.058854,0
35,0.582913,0.0673533,0
27,0.398835,0.0692607,0
28,-0.276117,0.0610819,0
23,1.24764,0.0673228,0
32,-0.439741,0.0714733,0
29,0.409062,0.0975662,0
32,0.593139,0.061738,0
33,-0.542007,0.0670481,0
33,-1.07379,0.074403,0
29,0.429515,0.0594797,0
31,0.685178,0.0688334,0
30,-0.357929,0.0696269,0
31,0.194304,0.0619974,0
41,-0.245437,0.0760052,0
30,0.490874,0.0693217,0
30,0.347702,0.0705577,0
25,0.0613592,0.0678416,0
32,0.153398,0.0910658,0
43,-0.163625,0.070222,0
25,0.153398,0.0631571,0
47,-0.756764,0.0746929,0
31,0.112492,0.0716716,0
28,0.542007,0.0701915,0
34,-0.194304,0.0680095,0
32,0.0920388,0.073228,0
32,-0.306796,0.0721447,0
28,0.112492,0.0821546,0
27,-0.184078,0.0609445,0
35,0.654498,0.0851301,0
28,0,0.0766155,0
25,0.582913,0.0568246,0
36,1.04311,0.0589303,0
29,1.1556,0.0690776,0
34,0.879482,0.0594644,0
31,0.53178,0.0732586,0
33,0.869256,0.0748913,0
29,1.08401,0.0617685,0
35,-0.0818123,0.0679332,0
26,1.26809,0.0534981,0
26,0.184078,0.0810712,0
33,0.102265,0.0835737,0
29,0.674952,0.080827,0
32,0.419288,0.0722667,0
31,0.951068,0.0666209,0
28,0.787443,0.0603037,0
30,-0.0818123,0.0597696,0
25,-0.848803,0.0693675,0
36,0.56246,0.0669413,0
34,-0.0920388,0.0608377,0
29,-1.0022,0.0688334,0
30,0.194304,0.0725872,0
38,-0.153398,0.0706798,0
40,0.102265,0.0665751,0
39,0.143172,0.0652323,0
28,-0.521553,0.079408,0
39,-0.0409062,0.0629892,0
31,0.368155,0.0641794,0
27,-0.112492,0.0640269,0
34,-0.337476,0.0661021,0
38,0,0.0659495,0
26,-0.306796,0.0702831,0
30,-1.05333,0.0757763,0
31,0.644272,0.0567941,0
46,-0.899935,0.0823377,0
28,0.378382,0.0595865,0
37,0.102265,0.066804,0
33,0.53178,0.0775921,0
31,0.664725,0.0625315,0
27,-0.173851,0.077348,0
32,0.961295,0.075227,0
28,-1.11469,0.0632181,0
32,-0.582913,0.0699474,0
31,-0.317023,0.0654459,0
27,0.613592,0.0542306,0
32,-0.951068,0.0684977,0
27,-0.23521,0.0781415,0
34,-0.255663,0.0575875,0
33,0.317023,0.0787976,0
28,-0.470421,0.0798199,0
33,0.838576,0.0833143,0
35,-0.163625,0.0673533,0
36,0,0.0549325,0
34,-0.848803,0.0676127,0
35,0.0920388,0.0647746,0
26,-0.848803,0.0730602,0
35,0.173851,0.0749523,0
31,0.613592,0.0569467,0
21,0.705631,0.072221,0
30,0.439741,0.0677653,0
27,0.715858,0.0684062,0
33,0.582913,0.0551614,0
38,1.05333,0.0625315,0
37,0.460194,0.0598154,0
31,0.327249,0.0633249,0
31,-0.439741,0.0653849,0
36,0.490874,0.0853895,0
24,-0.0204531,0.0609751,0
33,-0.56246,0.0578927,0
26,-0.122718,0.0584115,0
29,0.173851,0.0529641,0
31,-0.112492,0.0677806,0
31,0.286343,0.0741436,0
40,0.29657,0.0691386,0
23,-1.05333,0.058381,0
33,0.194304,0.0825666,0
27,0.552233,0.0652934,0
