-78.21,-93.718
-76.9202,-101.211
-79.3169,-109.791
-78.3642,-94.065
-79.5121,-109.622
-79.2622,-109.822
-79.5269,-109.586
-79.2033,-109.848
-79.4674,-109.742
-79.6913,-109.479
-79.4274,-109.798
-79.4931,-109.707
-79.4276,-109.765
-79.529,-109.678
-79.4699,-109.767
-78.3063,-94.6338
-79.3975,-109.836
-78.2643,-94.7542
-78.3608,-94.5075
-79.4625,-109.773
-79.7321,-109.433
-79.4026,-109.831
-79.561,-109.653
-79.368,-109.863
-79.544,-109.714
-79.5998,-109.642
-79.257,-110.013
-79.2496,-110.02
-79.1532,-110.1
-79.1356,-110.113
-79.0681,-110.161
-79.1458,-110.13
-79.5168,-109.8
-79.2121,-110.092
-79.1568,-110.151
-79.2562,-110.098
-79.1453,-110.184
-79.2089,-110.162
-79.1226,-110.229
-79.261,-110.132
-79.1968,-110.2
-79.2423,-110.166
-79.2611,-110.146
-79.2412,-110.156
-79.5382,-109.859
-79.12,-110.242
-79.3083,-110.105
-79.2437,-110.162
-79.5031,-109.929
-79.778,-109.568
-79.31,-110.144
-79.4133,-110.047
-79.1469,-110.279
-79.4042,-110.08
-79.2035,-110.265
-81.3998,-106.314
-78.235,-95.2574
-79.4692,-110.028
-79.3623,-110.138
-78.4257,-96.453
-79.2792,-110.21
-78.0311,-93.6066
-78.2078,-94.7102
-79.1825,-110.279
-79.1995,-110.265
-78.2639,-95.2529
-78.19,-93.7018
-77.2861,-96.1212
-79.5209,-109.973
-81.4809,-105.803
-78.2034,-93.6845
-79.3371,-110.17
-79.1955,-104.436
-79.601,-109.879
-79.4183,-111.276
-79.4255,-110.082
-79.3426,-111.346
-79.303,-111.377
-78.2806,-94.0461
-78.1603,-93.8644
-79.4819,-110.096
-78.2624,-93.5985
-78.1919,-94.3269
-78.2826,-94.6795
-79.3027,-110.311
-79.0094,-110.522
-79.3816,-110.248
-79.2423,-110.371
-78.8474,-105.074
-78.2655,-94.7535
-78.1672,-94.4325
-78.1275,-94.0256
-79.24,-110.351
-78.2385,-94.2549
-79.2877,-110.298
-79.3371,-110.255
-78.2889,-94.7231
-79.4097,-110.188
-79.1833,-110.392
-79.6703,-109.897
-79.3469,-110.292
-79.4821,-110.155
-79.5255,-110.107
-78.2921,-96.1633
-79.3658,-110.292
-79.5091,-110.15
-78.2323,-95.5715
-79.4727,-110.197
-79.2309,-110.422
-79.2571,-110.402
-78.2831,-96.2127
-78.3238,-95.3807
-79.3389,-110.33
-79.4976,-110.167
-76.5947,-108.947
-79.3126,-110.363
-76.9241,-109.47
-79.4569,-110.224
-79.1807,-110.484
-79.219,-110.457
-78.2021,-94.5158
-78.2969,-95.5071
-78.2556,-95.6038
-79.2844,-110.446
-79.334,-110.402
-79.489,-110.242
-79.5255,-111.377
-79.4211,-110.311
-79.1756,-110.52
-79.477,-110.249
-79.2808,-110.441
-78.3362,-95.4814
-79.361,-110.375
-79.2435,-110.489
-77.2791,-100.992
-79.4143,-110.337
-79.381,-110.386
-79.0485,-110.636
-79.1926,-110.566
-79.1926,-110.566
-79.2575,-110.527
-79.2968,-110.513
-79.308,-110.509
-79.3648,-110.473
-79.3346,-110.5
-78.3873,-96.1775
-78.1786,-94.7221
-79.4949,-110.359
-79.5318,-110.318
-79.5018,-110.352
-78.2825,-94.4553
-79.4556,-111.609
-81.6473,-102.913
-78.3273,-94.9546
-78.2697,-94.525
-80.8964,-97.1896
-81.7685,-102.004
-78.2562,-95.7984
-79.5533,-110.392
-78.2399,-95.2154
-78.216,-94.7067
-78.3062,-95.7177
-79.6416,-110.296
-78.2918,-95.1067
-79.2362,-110.7
-79.4234,-110.525
-79.4443,-110.486
-79.4378,-110.49
-79.0949,-110.754
-79.1315,-111.821
-78.1507,-94.4099
-79.2267,-110.663
-78.1934,-94.8098
-79.3229,-110.586
-79.2481,-110.647
-79.4506,-110.472
-79.4575,-110.465
-79.6225,-110.285
-79.459,-110.49
-79.3387,-110.605
-79.2368,-110.69
-78.4726,-95.3622
-79.4429,-110.548
-79.1806,-105.047
-79.4459,-110.56
-79.2982,-110.696
-79.4188,-110.588
-79.4886,-110.537
-78.2905,-94.6458
