lat,lon,eventNum,run,priority,theta
-80.1664,169.398,3379559,50,1,-0.122718
-80.3414,176.848,3379563,50,3,-0.0102265
-80.3418,169.323,3379567,50,3,-0.122718
-80.0409,169.423,3379588,50,3,-0.122718
-80.0158,169.425,3379594,50,4,-0.122718
-80.0416,169.422,3379663,50,3,-0.122718
-80.0416,169.422,3379687,50,4,-0.122718
-80.2062,165.627,3379691,50,2,-0.132945
-80.0383,165.751,3379763,50,3,-0.132945
-80.3433,169.32,3379774,50,2,-0.122718
-80.2431,169.369,3379780,50,3,-0.122718
-80.218,169.379,3379784,50,3,-0.122718
-80.0918,169.415,3379707,50,2,-0.122718
-80.0424,169.422,3379730,50,2,-0.122718
-80.2431,169.369,3379738,50,2,-0.122718
-80.218,169.379,3379753,50,2,-0.122718
-80.0933,169.413,3379786,50,3,-0.122718
-80.0431,169.421,3379787,50,2,-0.122718
-80.3998,178.888,3379798,50,4,-0.112492
-80.0431,169.421,3379835,50,2,-0.122718
-80.2438,169.369,3379838,50,3,-0.122718
-80.0601,165.737,3379848,50,3,-0.132945
-80.1474,163.206,3379856,50,2,-0.143172
-80.1944,169.386,3379876,50,2,-0.122718
-80.1491,176.733,3379878,50,3,-0.102265
-80.1817,176.754,3379896,50,3,-0.102265
-80.2195,169.377,3379897,50,4,-0.122718
-80.1944,169.386,3379907,50,3,-0.122718
-80.2195,169.377,3379919,50,2,-0.122718
-80.0218,178.513,3379929,50,2,-0.112492
-80.094,169.413,3379932,50,3,-0.122718
-80.0188,169.423,3379940,50,3,-0.122718
-80.4119,176.877,3379947,50,3,0
-80.2453,169.367,3379988,50,3,-0.122718
-80.248,176.795,3379990,50,4,0
-80.2202,169.376,3380012,50,2,-0.122718
-80.0453,169.419,3380048,50,2,-0.122718
-80.2499,169.357,3380853,50,2,-0.122718
-80.0479,169.41,3380874,50,3,-0.122718
-80.2697,169.316,3384170,50,2,-0.122718
-80.2916,169.303,3384405,50,2,-0.122718
-80.1929,169.336,3385262,50,4,-0.122718
-80.2179,169.327,3385269,50,3,-0.122718
-80.0423,169.37,3385270,50,3,-0.122718
-80.243,169.317,3385271,50,2,-0.122718
-80.1929,169.336,3385275,50,3,-0.122718
-80.1929,169.336,3385276,50,2,-0.122718
-80.2931,169.295,3385214,50,3,-0.122718
-80.2931,169.295,3385220,50,2,-0.122718
-80.2681,169.307,3385222,50,3,-0.122718
-80.1956,169.33,3385882,50,3,-0.122718
-80.0454,169.363,3385950,50,2,-0.122718
-80.1706,169.338,3385900,50,4,-0.122718
-80.1505,176.683,3385901,50,3,-0.102265
-80.1706,169.338,3385910,50,4,-0.122718
-80.3329,178.787,3385912,50,4,-0.112492
-80.1956,169.33,3385913,50,3,-0.122718
-80.196,169.329,3385937,50,3,-0.122718
-80.1458,169.344,3385942,50,3,-0.122718
-80.0454,169.363,3385958,50,3,-0.122718
-80.062,165.677,3385976,50,3,-0.132945
-80.2962,169.287,3385980,50,4,-0.122718
-80.0835,165.663,3385998,50,4,-0.132945
-80.1463,169.343,3385999,50,4,-0.122718
-80.2648,178.724,3386006,50,4,-0.112492
-80.2994,178.756,3386011,50,3,-0.112492
-80.1714,169.336,3386018,50,3,-0.122718
-80.1965,169.328,3386021,50,4,-0.122718
-80.1463,169.343,3386038,50,4,-0.122718
-80.119,176.66,3386042,50,3,-0.102265
-80.1719,169.335,3386076,50,3,-0.122718
-80.2973,169.285,3386086,50,4,-0.122718
-80.197,169.327,3386090,50,3,-0.122718
-80.197,169.327,3386096,50,4,-0.122718
-80.1316,163.165,3386098,50,3,-0.143172
-80.2973,169.285,3386104,50,4,-0.122718
-80.1686,165.597,3386111,50,3,-0.132945
-80.2978,169.285,3386116,50,2,-0.122718
-80.1975,169.326,3386122,50,2,-0.122718
-80.2978,169.285,3386139,50,3,-0.122718
-80.1975,169.326,3386143,50,2,-0.122718
-80.3355,178.787,3386151,50,3,-0.112492
-80.0211,165.7,3386154,50,3,-0.132945
-80.0469,169.361,3386160,50,3,-0.122718
-80.0469,169.361,3386174,50,4,-0.122718
-80.2983,169.284,3386187,50,3,-0.122718
-80.198,169.326,3386188,50,4,-0.122718
-80.0474,169.36,3386195,50,2,-0.122718
-80.2988,169.283,3386296,50,3,-0.122718
-80.2983,169.284,3386211,50,3,-0.122718
-80.0637,165.674,3386232,50,4,-0.132945
-80.0479,169.359,3386239,50,4,-0.122718
-80.0479,169.359,3386254,50,3,-0.122718
-80.1985,169.325,3386258,50,2,-0.122718
-80.1985,169.325,3386262,50,4,-0.122718
-80.0479,169.359,3386274,50,2,-0.122718
-80.1734,169.333,3386278,50,3,-0.122718
-80.3505,176.797,3386287,50,3,-0.0102265
-80.1985,169.325,3386303,50,2,-0.122718
-80.0485,169.359,3386310,50,4,-0.122718
-80.3512,176.797,3386328,50,3,0
-80.2993,169.282,3386339,50,4,-0.122718
-80.199,169.324,3386343,50,4,-0.122718
-80.2241,169.315,3386347,50,4,-0.122718
-80.2241,169.315,3386353,50,3,-0.122718
-80.2742,169.294,3386354,50,3,-0.122718
-80.1243,169.345,3386372,50,3,-0.122718
-80.1995,169.323,3386373,50,2,-0.122718
-80.1243,169.345,3386376,50,3,-0.122718
-80.0861,165.657,3386387,50,3,-0.132945
-80.3383,178.788,3386398,50,2,-0.112492
-80.0495,169.357,3386459,50,4,-0.122718
-80.2697,178.726,3386463,50,3,-0.112492
-80.175,169.331,3386470,50,3,-0.122718
-80.049,169.358,3386406,50,2,-0.122718
-80.3036,178.757,3386410,50,3,-0.112492
-80.3383,178.788,3386411,50,3,-0.112492
-80.2128,165.556,3386438,50,4,-0.132945
-80.175,169.331,3386448,50,3,-0.122718
-80.2753,169.292,3386450,50,3,-0.122718
-80.0246,176.581,3386938,50,2,-0.102265
-80.2256,169.304,3387498,50,3,-0.122718
-80.1997,169.313,3387586,50,2,-0.122718
-80.1231,176.651,3387598,50,3,-0.102265
-80.0076,176.553,3388760,50,4,-0.102265
-80.1859,169.307,3388765,50,4,-0.122718
-80.334,176.77,3388767,50,4,0
-80.1842,169.307,3388772,50,4,-0.122718
-80.259,169.269,3389852,50,2,-0.122718
-80.1838,169.298,3389856,50,4,-0.122718
-80.234,169.28,3389874,50,3,-0.122718
-80.2505,169.27,3390191,50,2,-0.122718
-80.1,169.316,3390200,50,3,-0.122718
-80.1485,169.304,3390220,50,3,-0.122718
-80.1234,169.31,3390226,50,3,-0.122718
-80.2677,178.695,3390227,50,3,-0.112492
-80.1234,169.31,3390234,50,4,-0.122718
-80.2488,169.27,3390252,50,4,-0.122718
-80.2238,169.28,3390254,50,2,-0.122718
-80.2488,169.27,3390266,50,4,-0.122718
-80.1485,169.304,3390271,50,2,-0.122718
-80.0312,161.422,3390272,50,3,-0.153398
-80.147,169.304,3390304,50,3,-0.122718
-80.1219,169.31,3390307,50,4,-0.122718
-80.1721,169.297,3390350,50,3,-0.122718
-80.1219,169.31,3390355,50,3,-0.122718
-80.2812,176.727,3390388,50,2,0
-80.2458,169.27,3390398,50,4,-0.122718
-80.1957,169.288,3390406,50,3,-0.122718
-80.1204,169.31,3390411,50,3,-0.122718
-80.1455,169.304,3390412,50,3,-0.122718
-80.2458,169.27,3390422,50,3,-0.122718
-80.2635,178.69,3390423,50,3,-0.112492
-80.1945,178.623,3390434,50,2,-0.112492
-80.1455,169.304,3390435,50,2,-0.122718
-80.1455,169.304,3390442,50,3,-0.122718
-80.1455,169.304,3390443,50,3,-0.122718
-80.1691,169.296,3390458,50,1,-0.122718
-80.2443,169.27,3390461,50,3,-0.122718
-80.0929,163.167,3390462,50,3,-0.143172
-80.2269,178.654,3390467,50,4,-0.112492
-80.0687,169.319,3390471,50,3,-0.122718
-80.144,169.303,3390475,50,2,-0.122718
-80.1691,169.296,3390503,50,3,-0.122718
-80.144,169.303,3390510,50,4,-0.122718
-80.1646,165.56,3390536,50,2,-0.132945
-80.1174,169.309,3390543,50,4,-0.122718
-80.2428,169.269,3390546,50,4,-0.122718
-80.1425,169.303,3390552,50,4,-0.122718
-80.1174,169.309,3390576,50,3,-0.122718
-80.1927,169.288,3390578,50,3,-0.122718
-80.1676,169.296,3390599,50,2,-0.122718
-80.2413,169.269,3390610,50,3,-0.122718
-80.2413,169.269,3390611,50,3,-0.122718
-80.141,169.303,3390614,50,3,-0.122718
-80.141,169.303,3390633,50,3,-0.122718
-80.141,169.303,3390636,50,3,-0.122718
-80.2228,178.649,3390643,50,2,-0.112492
-80.141,169.303,3390647,50,1,-0.122718
-80.2163,169.279,3390670,50,2,-0.122718
-80.2398,169.269,3390680,50,4,-0.122718
-80.1395,169.302,3390691,50,3,-0.122718
-80.2733,176.72,3390703,50,4,0.0102265
-80.2398,169.269,3390722,50,3,-0.122718
-80.1144,169.308,3390723,50,2,-0.122718
-80.1395,169.302,3390746,50,3,-0.122718
-80.138,169.302,3390751,50,4,-0.122718
-80.1129,169.308,3390766,50,3,-0.122718
-80.1842,178.609,3390767,50,3,-0.112492
-80.1631,169.295,3390771,50,1,-0.122718
-80.1882,169.288,3390775,50,3,-0.122718
-80.1129,169.308,3390815,50,3,-0.122718
-80.1867,169.287,3390832,50,2,-0.122718
-80.1365,169.302,3390887,50,3,-0.122718
-80.2837,178.703,3390901,50,2,-0.112492
-80.2675,176.714,3390920,50,4,0
-80.0848,169.312,3390925,50,2,-0.122718
-80.135,169.301,3390931,50,4,-0.122718
-80.1099,169.307,3390951,50,2,-0.122718
-80.1601,169.295,3390955,50,2,-0.122718
-80.2339,169.269,3391002,50,2,-0.122718
-80.1084,169.307,3391019,50,2,-0.122718
-80.1837,169.287,3391026,50,4,-0.122718
-80.1084,169.307,3391041,50,2,-0.122718
-80.2339,169.269,3391043,50,3,-0.122718
-80.1335,169.301,3391046,50,2,-0.122718
-80.2104,178.632,3391062,50,2,-0.112492
-80.2073,169.278,3391064,50,2,-0.122718
-80.132,169.301,3391079,50,3,-0.122718
-80.1069,169.306,3391090,50,3,-0.122718
-80.132,169.301,3391094,50,4,-0.122718
-80.1556,169.294,3391167,50,2,-0.122718
-80.1305,169.3,3391177,50,3,-0.122718
-80.1305,169.3,3391154,50,3,-0.122718
-80.2324,169.269,3391107,50,3,-0.122718
-80.0294,165.649,3391110,50,3,-0.132945
-80.1069,169.306,3391112,50,3,-0.122718
-80.2324,169.269,3391126,50,2,-0.122718
-80.1739,178.594,3391142,50,4,-0.112492
-80.1335,165.579,3391181,50,2,-0.132945
-80.1305,169.3,3391188,50,3,-0.122718
-80.083,163.172,3391191,50,3,-0.143172
-80.0184,161.429,3391217,50,3,-0.153398
