lat,lon,eventNum,run,priority,theta
-79.0255,-92.7335,22695097,129,3,-0.23521
-79.1272,-92.5127,22695081,129,1,-0.224984
-79.1849,-92.1345,22695103,129,1,-0.214757
-78.502,-93.9434,22697856,129,1,-0.29657
-79.076,-92.4612,22698259,129,1,-0.224984
-78.9471,-93.7584,22698371,129,2,-0.26589
-79.1002,-92.0069,22698481,129,2,-0.214757
-79.0925,-91.9891,22698448,129,2,-0.214757
-79.1413,-91.519,22698438,129,2,-0.204531
-79.1793,-90.9465,22698540,129,2,-0.194304
-79.1674,-90.9262,22698743,129,2,-0.194304
-79.0863,-91.9824,22698749,129,1,-0.214757
-79.0688,-91.9527,22699053,129,1,-0.214757
-79.1961,-91.6599,22699056,129,1,-0.204531
-79.1497,-90.8967,22699042,129,1,-0.194304
-79.0952,-92.0688,22701350,129,3,-0.214757
-79.1215,-93.0485,22715660,129,2,-0.224984
-78.9405,-94.207,22715680,129,1,-0.26589
-79.0647,-92.9029,22715712,129,3,-0.224984
-78.9581,-94.2534,22715710,129,1,-0.26589
-78.8953,-93.8061,22717225,129,2,-0.255663
-78.723,-93.195,22718344,129,3,-0.245437
-78.9582,-94.0033,22719158,129,3,-0.255663
-78.8958,-94.8441,22720867,129,3,-0.286343
-78.9205,-94.6399,22721954,129,3,-0.276117
-78.4534,-98.3287,22722168,129,2,-0.715858
-78.9225,-94.9546,22722412,129,3,-0.286343
-79.7923,-87.2266,22722429,129,2,-0.143172
-79.4313,-97.4527,22723077,129,3,-0.276117
-78.4818,-98.2276,22723127,129,3,-0.674952
-79.2653,-87.8401,22723446,129,1,-0.153398
-77.9806,-90.9701,22779987,129,4,-0.173851
-79.0724,-94.1404,22779989,129,1,-0.214757
-78.9192,-94.3344,22782208,129,4,-0.224984
-80.8697,-95.3456,22782211,129,4,-0.143172
-78.4776,-99.8782,22784162,129,4,-0.674952
-79.1015,-94.3416,22786305,129,3,-0.214757
-78.9799,-94.5475,22786307,129,2,-0.224984
-79.0549,-94.2316,22787232,129,1,-0.214757
-79.1158,-94.4046,22787381,129,2,-0.214757
-79.0336,-94.1798,22787372,129,2,-0.214757
-78.9492,-94.9602,22787364,129,1,-0.23521
-79.0712,-94.8192,22787370,129,2,-0.224984
-79.0934,-94.3424,22787486,129,1,-0.214757
-79.0909,-94.8811,22787470,129,1,-0.224984
-79.0385,-94.7255,22787428,129,2,-0.224984
-79.0241,-95.1684,22787434,129,1,-0.23521
-79.0641,-94.7992,22787406,129,1,-0.224984
-78.97,-95.0172,22787483,129,3,-0.23521
-78.9917,-95.0749,22787401,129,1,-0.23521
-79.0358,-94.7214,22787572,129,1,-0.224984
-79.0934,-94.3424,22787528,129,1,-0.214757
-79.043,-94.7405,22787539,129,2,-0.224984
-79.084,-94.8605,22787502,129,2,-0.224984
-78.9147,-94.8791,22787588,129,3,-0.23521
-78.9188,-96.0558,22787509,129,3,-0.26589
-79.0574,-94.7853,22787689,129,1,-0.224984
-79.0708,-94.2822,22787648,129,1,-0.214757
-78.9795,-94.0555,22787650,129,2,-0.214757
-79.1174,-93.8053,22787637,129,2,-0.204531
-79.0464,-94.2192,22787688,129,3,-0.214757
-79.0275,-94.7034,22787786,129,1,-0.224984
-79.0489,-94.7607,22787706,129,2,-0.224984
-79.0347,-94.7223,22787766,129,1,-0.224984
-79,-94.6289,22787779,129,3,-0.224984
-79.0275,-94.7034,22787812,129,4,-0.224984
-79.0499,-94.235,22787991,129,2,-0.214757
-79.0621,-94.8066,22788050,129,2,-0.224984
-78.9916,-94.6122,22788000,129,1,-0.224984
-79.0655,-94.8202,22788178,129,3,-0.224984
-79.062,-94.8111,22788202,129,2,-0.224984
-79.0364,-94.7376,22788220,129,1,-0.224984
-79.0518,-94.784,22788296,129,3,-0.224984
-79.0346,-94.7355,22788308,129,3,-0.224984
-79.0207,-94.7055,22788581,129,3,-0.224984
-78.9775,-94.6032,22788940,129,3,-0.224984
-78.8036,-95.48,22789988,129,3,-0.255663
-78.8743,-95.2895,22790638,129,4,-0.245437
-78.9097,-95.6292,22834637,129,3,-0.224984
-78.2404,-104.909,22847389,129,4,-0.777217
-78.9749,-107.932,22854606,129,4,-0.29657
-78.8933,-107.528,22856811,129,4,-0.327249
-78.8939,-108.192,22861782,129,4,-0.306796
-80.5304,-127.078,22865675,129,4,0.276117
-78.8654,-108.114,22886273,129,4,-0.347702
-78.7481,-107.028,22969627,130,4,-0.756764
-78.7588,-115.485,22996805,130,4,-0.194304
-78.807,-114.377,22997676,130,4,-0.214757
-78.9352,-107.631,23048169,130,4,-0.838576
-81.2933,-81.3753,23141085,130,4,0.102265
-79.45,-99.7981,23146896,130,2,-0.255663
-79.443,-99.7884,23146987,130,2,-0.255663
-79.4461,-98.5527,23152774,130,4,-0.224984
-79.4643,-99.0238,23155297,130,3,-0.23521
-80.2159,-133.32,23176321,131,1,0.143172
-78.7168,-111.873,23212466,131,4,-0.327249
-79.5325,-98.0101,23214535,131,1,-0.214757
-79.2734,-97.9234,23214545,131,4,-0.214757
-79.9499,-99.0401,23243143,131,1,-0.224984
-79.5372,-99.2613,23243160,131,1,-0.245437
-79.3333,-133.028,23259976,131,1,0.163625
-79.6944,-133.429,23263017,131,4,0.102265
-78.5981,-96.6844,23283047,131,1,-0.184078
-78.6239,-98.0088,23283048,131,2,-0.204531
-79.5827,-99.821,23283055,131,1,-0.26589
-79.2226,-132.762,23304195,131,4,0.153398
-78.8843,-111.606,23355784,131,4,-0.327249
-79.6692,-98.7584,23375195,131,2,-0.245437
-78.7451,-111.897,23390073,131,4,-0.29657
-78.9838,-110.917,23413127,132,4,-0.378382
-78.4983,-113.896,23440518,132,4,-0.224984
-79.6755,-97.3825,23444929,132,3,-0.214757
-78.3079,-116.84,23445655,132,4,-0.173851
-78.5446,-115.017,23504404,132,4,-0.214757
-79.8644,-135.027,23554687,132,4,0.0715858
-78.9974,-112.321,23588903,132,4,-0.378382
-81.8452,-116.271,23831624,133,3,-0.143172
-81.4203,-136.295,23841611,133,3,-0.0920388
-81.6879,-135.908,23851510,133,3,-0.0204531
-81.658,-135.962,23851518,133,1,-0.0204531
-81.7052,-135.925,23856610,133,3,0.245437
-81.5777,-136.136,23862086,133,4,0.276117
-82.0744,-135.117,23876538,133,3,-0.0613592
-82.1912,-134.808,23892706,133,3,-0.102265
-82.3497,-134.349,23934921,133,4,0.480647
-82.4633,-133.902,23939600,133,1,0.327249
-82.7791,-132.429,23940300,133,2,-0.0204531
-81.5374,-136.473,23940312,133,4,-0.0204531
-82.2972,-134.558,23941796,133,4,-0.0715858
-82.6081,-133.333,23952245,133,4,0.23521
-82.776,-132.545,23965627,133,1,-0.0920388
-82.7671,-132.476,23977401,133,4,0.337476
-81.0114,-116.519,24030122,133,3,-0.173851
-83.4012,-127.949,24031734,133,4,0.29657
-83.6676,-124.71,24033818,133,4,-0.0818123
-83.6673,-124.759,24068702,133,3,0.214757
-81.5481,-137.808,24101888,133,3,0.276117
-84.0661,-110.764,24129397,134,3,0.449968
-81.5909,-110.165,24135220,134,2,-0.153398
-81.1679,-110.621,24135231,134,3,-0.173851
-83.9627,-104.927,24136505,134,4,0.0102265
-83.8756,-102.829,24143667,134,4,0.76699
-81.7446,-138.504,24174605,134,3,0.245437
-81.6022,-138.852,24180941,134,4,0.214757
-82.2301,-137.327,24185635,134,4,0.245437
-81.6968,-138.824,24189521,134,2,0.23521
-77.421,-90.7327,24201337,134,3,0.419288
-81.6596,-138.959,24201350,134,2,0.255663
-81.8651,-138.51,24206769,134,4,0.245437
-82.1208,-137.793,24212459,134,4,0.276117
-81.8037,-138.784,24223945,134,3,0.224984
-82.1592,-137.744,24225062,134,1,0.245437
-81.8765,-138.721,24233722,134,4,0.224984
-81.6407,-139.285,24235276,134,4,0.214757
-81.8155,-138.88,24236177,134,4,0.23521
-82.2458,-137.602,24243769,134,4,0.245437
-81.9263,-138.657,24247707,134,1,0.838576
-82.0143,-138.34,24253900,134,1,0.245437
-82.4502,-136.829,24261144,134,1,0.245437
-82.3937,-137.11,24264686,134,3,0.245437
-82.2236,-137.76,24266512,134,1,0.245437
-82.1668,-137.953,24267332,134,4,0.26589
-82.4094,-137.191,24280609,134,3,0.245437
-82.2829,-137.818,24284174,134,4,0.245437
-82.2842,-137.845,24285190,134,2,0.214757
-82.2787,-137.936,24290801,134,2,0.245437
-78.8438,-111.414,24297311,134,2,-0.490874
-82.3906,-137.655,24300519,134,1,0.245437
-82.4057,-137.649,24303722,134,3,0.194304
-82.2787,-138.17,24303882,134,2,0.245437
-82.5221,-137.515,24325266,134,1,0.204531
-82.5659,-137.643,24338578,134,2,0.224984
-82.4152,-138.535,24344921,134,1,0.224984
-82.7235,-137.163,24352900,134,3,0.214757
-82.6301,-137.92,24366543,134,1,0.245437
-82.9511,-136.321,24382036,134,2,0.224984
-82.9504,-136.738,24404272,134,2,0.23521
-75.8926,-100.04,24418296,134,1,0.480647
-83.1375,-135.818,24423612,134,2,0.204531
-78.6132,-113.444,24427218,134,3,-0.439741
-78.6157,-113.448,24427792,134,2,-0.439741
-76.0206,-99.8343,24434288,134,3,0.685178
-75.0445,-106.064,24437765,134,2,0.102265
-78.5705,-114.886,24438066,134,3,-0.521553
-78.6958,-115.471,24437090,135,1,-0.674952
-76.0607,-99.7407,24437042,135,1,0.122718
-78.4375,-114.621,24437652,135,3,-0.439741
-75.8191,-107.613,24437766,135,1,-0.122718
-75.2013,-104.833,24438068,135,2,0.327249
-75.9172,-100.566,24444276,135,2,0.0818123
-83.0954,-136.96,24458585,135,3,0.173851
-83.3619,-134.804,24466170,135,4,0.184078
-83.5291,-133.485,24483856,135,2,0.163625
-83.4955,-133.864,24486260,135,3,0.184078
-83.5508,-133.236,24486423,135,1,0.194304
-83.5445,-133.363,24488165,135,1,0.184078
-83.6605,-132.58,24497988,135,1,0.163625
-83.6627,-132.593,24503873,135,1,0.184078
-83.6702,-132.639,24507096,135,1,0.184078
-83.843,-130.185,24510090,135,2,0.184078
-83.6957,-132.608,24514762,135,2,0.184078
-83.7342,-132.18,24520796,135,2,0.173851
-83.6657,-133.113,24520778,135,1,0.194304
-83.8333,-130.668,24521669,135,3,0.184078
-83.8956,-129.863,24527290,135,2,0.163625
-83.9501,-128.879,24537147,135,1,0.163625
-83.8092,-131.893,24545880,135,1,0.122718
-83.9193,-130.069,24548597,135,2,0.163625
-84.362,-112.607,24683510,135,1,0.0102265
-81.2499,-118.73,24689555,135,2,-0.204531
-83.1605,-110.758,24705084,135,3,-0.122718
-81.0624,-117.597,24719313,135,3,-0.224984
-78.4713,-96.1374,24740950,135,4,0.214757
-78.6038,-112.267,24745601,135,2,-0.194304
-78.7947,-114.043,24746705,135,3,-0.23521
-78.9228,-113.132,24746709,135,4,-0.224984
-78.4951,-96.1355,24748045,135,1,0.204531
-78.5739,-95.9332,24748058,135,3,0.204531
-78.4951,-96.1355,24748063,135,2,0.194304
-78.4951,-96.1355,24748070,135,2,0.214757
-78.5685,-113.221,24749792,135,4,-0.204531
-78.6117,-113.048,24749801,135,4,-0.204531
-78.6958,-113.38,24750017,135,2,-0.214757
-78.6639,-95.79,24761657,135,3,0.143172
-81.1148,-114.748,24770185,135,3,-0.204531
-81.357,-114.052,24770269,135,2,-0.184078
-83.3088,-97.4669,24773796,135,3,0.29657
-82.4673,-94.2378,24806358,136,3,-0.0920388
-78.172,-98.3524,24867665,136,4,0.173851
-78.172,-98.3524,24867672,136,3,0.173851
-77.6363,-106.357,24877127,136,3,-0.122718
-80.5198,-99.2054,24880885,136,2,-0.122718
-76.1959,-107.332,24880891,136,1,-0.112492
-78.8442,-115.239,24880900,136,2,-0.214757
-77.8237,-99.8281,24887704,136,3,0.26589
-78.947,-96.133,24887716,136,4,-0.0511327
-78.2081,-98.4573,24892632,136,4,0.224984
-78.7324,-116.245,24895600,136,4,-0.214757
-78.8201,-115.71,24896584,136,4,-0.214757
-78.7795,-115.155,24896590,136,3,-0.204531
-77.9161,-99.6366,24898032,136,2,0.23521
-77.7131,-100.452,24898196,136,2,0.245437
-78.4264,-98.0782,24920900,136,3,0.276117
-78.0966,-99.2725,24920904,136,1,0.286343
-80.2933,-93.3206,24929234,136,3,-0.0613592
-78.8795,-115.936,24942131,136,4,-0.204531
-78.6131,-109.456,24951779,136,2,-0.143172
-77.2797,-103.532,24957046,136,4,1.03288
-80.2884,-92.2812,24958430,136,4,-0.112492
-77.2203,-110.994,24960174,136,4,-0.122718
-78.8639,-108.542,24963670,136,2,-0.143172
-78.2103,-109.053,24968042,136,3,-0.132945
-78.8779,-108.544,24969589,136,3,-0.143172
-76.5468,-108.589,24969602,136,4,-0.0818123
-76.3888,-109.949,24970379,136,4,-0.102265
-78.965,-108.338,24991498,136,4,-0.143172
-76.9156,-106.637,25015190,136,4,-0.0920388
-76.5549,-110.035,25036215,136,4,-0.0920388
-78.6065,-107.654,25041203,137,4,-0.132945
-78.8722,-96.9331,25045768,137,4,0.102265
-77.608,-102.802,25110214,137,3,0.29657
-78.8706,-108.966,25112174,137,2,-0.143172
-77.4629,-103.698,25128525,137,3,0.286343
-78.927,-108.592,25130063,137,2,-0.143172
-78.6012,-115.822,25131715,137,1,-0.163625
-78.3661,-115.847,25132513,137,3,-0.153398
-78.9559,-110.583,25143782,137,2,-0.153398
-77.4657,-103.795,25143975,137,2,0.286343
-78.8061,-109.279,25144040,137,1,-0.143172
-78.7579,-109.574,25144127,137,2,-0.143172
-78.7915,-109.367,25144140,137,3,-0.143172
-77.5939,-102.984,25145779,137,3,0.245437
-78.9226,-108.607,25146572,137,3,-0.143172
-78.9184,-108.63,25146604,137,3,-0.143172
-78.8708,-108.9,25147052,137,3,-0.143172
-78.8738,-108.883,25147016,137,1,-0.143172
-79.6446,-102.895,25214734,137,1,-0.132945
-77.5698,-103.062,25133633,138,2,0.214757
-77.5602,-103.122,25133716,138,2,0.194304
-78.8459,-109.047,25134147,138,2,-0.143172
-78.5635,-107.851,25143772,138,3,-0.132945
-78.5079,-108.191,25144010,138,3,-0.132945
-78.884,-108.824,25144130,138,3,-0.143172
-81.6438,-124.311,25254273,138,4,-0.327249
-81.4603,-151.268,25281322,138,4,0.449968
-78.9213,-110.437,25290475,138,2,-0.153398
-78.7389,-116.383,25291642,138,4,-0.173851
-78.0971,-99.9192,25327962,138,4,-0.0920388
-78.9188,-112.328,25388454,138,4,-0.163625
-76.3396,-115.358,25396486,138,4,0.122718
-79.5884,-93.3089,25401393,138,4,-0.112492
-78.3899,-104.699,25417607,138,4,-0.122718
-78.9897,-110.007,25509636,139,4,-0.153398
-78.4829,-98.6811,25541119,139,4,0.0306796
-78.8899,-117.301,25567558,139,4,-0.194304
-78.9628,-109.988,25581714,139,4,-0.153398
-77.7065,-102.483,25587833,139,4,0.224984
-76.7263,-109.78,25593505,139,4,-0.0818123
-77.9561,-116.23,25600317,139,4,-0.143172
-78.9494,-109.952,25614031,139,4,-0.153398
-77.6384,-102.533,25625739,139,4,0.245437
-76.3949,-112.795,25631686,139,4,-0.102265
-79.6429,-94.4546,25633739,139,4,-0.0818123
-78.6929,-106.679,25668507,140,4,-0.132945
-77.8996,-101.374,25702591,140,4,0.26589
-78.9433,-114.179,25726271,140,4,-0.184078
-77.9608,-101.879,25802830,140,4,0.255663
-78.8966,-107.117,25908776,140,4,-0.132945
-78.7926,-104.721,25958437,141,4,-0.122718
-78.5646,-100.702,25972342,141,4,0.276117
-78.7025,-101.001,26097490,141,4,0.255663
-76.2624,-114.277,26181802,141,2,-0.0818123
-76.2709,-114.308,26199146,141,3,-0.0818123
-78.7573,-113.178,26130192,142,3,-0.153398
-76.3174,-114.108,26300324,142,1,-0.0818123
-76.4588,-113.205,26307588,142,2,-0.0920388
-76.1726,-115.445,26312614,142,3,0.347702
-76.251,-114.93,26331170,142,2,-0.0818123
-78.6654,-102.732,26368508,142,4,-0.112492
-78.9001,-102.035,26372372,142,4,-0.112492
-78.8079,-102.623,26393298,142,4,-0.112492
-78.686,-118.34,26425701,142,4,-0.163625
-78.4738,-104.125,26434855,142,4,-0.112492
-78.7555,-104.319,26443283,142,4,0.286343
-78.9218,-103.144,26459640,142,4,-0.112492
-80.126,-125.813,26459641,142,4,-0.572686
-78.7532,-103.651,26460957,142,4,-0.112492
-78.9997,-109.153,26478853,142,4,-0.122718
-79.012,-103.935,26504315,142,4,-0.0920388
-78.6687,-105.002,26504363,142,4,-0.102265
-78.6537,-104.126,26512834,142,4,-0.112492
-78.7236,-103.892,26514517,142,4,-0.112492
-78.8335,-104.449,26519795,142,4,0.327249
-78.4612,-105.83,26529786,142,4,-0.102265
-79.1797,-102.542,26531144,142,4,-0.112492
-80.2608,-127.658,26534232,142,3,-0.79767
-80.2705,-127.66,26534930,142,1,-0.79767
-80.3262,-127.961,26562253,143,3,-0.838576
-78.7243,-104.124,26597693,143,4,-0.112492
-78.5652,-105.703,26599124,143,4,-0.0818123
-78.7885,-105.077,26651835,143,3,0.29657
-78.9275,-103.841,26796700,143,4,-0.112492
-78.7349,-104.967,26857054,143,4,-0.112492
-78.6858,-105.197,26862423,143,4,-0.112492
-78.6107,-105.712,26888623,143,4,-0.112492
-78.961,-105.506,26893697,143,4,0.327249
-78.4925,-106.243,26911822,144,4,-0.112492
-78.8587,-104.95,26917302,144,4,-0.112492
-78.8386,-105.12,26955121,144,4,-0.112492
-78.5368,-106.246,26959240,144,4,-0.112492
-78.9351,-104.804,26966285,144,4,-0.112492
-78.7518,-105.544,26972163,144,4,-0.112492
-78.9161,-105.416,27076460,144,4,-0.112492
-78.7472,-105.967,27095851,144,4,-0.112492
-79.6554,-103.019,27148686,144,3,-0.112492
-79.5523,-103.319,27159226,144,3,-0.112492
-78.985,-106.304,27320616,145,4,-0.112492
-79.962,-133.311,27442723,145,4,-0.593139
-76.1078,-146.295,27744158,146,4,1.01243
-77.4937,-121.44,27837286,146,4,-0.102265
-80.5671,-130.48,27852580,146,4,-0.224984
-80.6409,-130.236,27831007,147,2,-0.224984
-78.4522,-118.247,28112998,147,4,0.102265
-81.7977,-131.181,28160927,147,1,-0.214757
-81.4733,-108.933,28205528,148,4,0.0102265
-81.7006,-131.404,28234970,148,4,-0.214757
-77.6464,-124.776,28245146,148,4,-0.0511327
-80.5906,-133.571,28253667,148,4,-0.23521
-80.8053,-135.349,28295391,148,4,-0.286343
-77.2617,-129.028,28317576,148,4,0.0818123
-81.3746,-130.853,28329585,148,4,-0.204531
-81.0453,-131.887,28343864,148,4,-0.214757
-80.9563,-132.669,28349805,148,4,-0.224984
-81.7037,-136.454,28368891,148,4,-0.327249
-77.8034,-125.262,28404644,148,4,-0.102265
-78.932,-118.767,28440333,148,4,0.0102265
-78.8647,-130.814,28453288,148,4,-0.132945
-81.0888,-132.223,28474799,148,4,-0.214757
-78.0786,-125.049,28625310,149,4,-0.0613592
-81.3306,-131.145,28655406,149,4,-0.204531
-81.9278,-122.965,28660387,149,4,-0.143172
-81.2842,-131.187,28670230,149,4,-0.204531
-81.3684,-131.734,28676107,149,4,-0.214757
-83.4017,-107.848,28679817,149,4,-0.0613592
-81.7479,-145.747,28696388,149,4,-0.674952
-81.1897,-130.496,28700647,149,4,-0.194304
-77.9835,-125.921,28703013,149,4,-0.0715858
-79.012,-126.235,28705036,149,4,-0.122718
-81.2904,-131.722,28726495,149,4,-0.214757
-81.7215,-137.888,28731485,149,4,-0.439741
-78.0524,-124.169,28755166,149,4,-0.112492
-79.9732,-132.066,28757001,149,4,-0.163625
-81.5919,-149.102,28779834,149,4,-0.368155
-81.6581,-149.774,28779848,149,2,-0.337476
-78.0099,-125.97,28782370,149,4,-0.0715858
-81.2343,-131.825,28790821,149,4,-0.214757
-81.6721,-147.081,28799370,149,2,-0.511327
-81.6839,-146.963,28805147,149,4,-0.521553
-81.679,-149.734,28805149,149,2,-0.337476
-81.6607,-149.501,28805181,149,2,-0.347702
-81.6455,-148.88,28806257,149,3,-0.378382
-81.1969,-130.349,28816727,149,4,-0.194304
-81.649,-147.131,28818822,150,2,-0.5011
-81.6438,-147.111,28823555,150,2,-0.5011
-81.7231,-149.885,28829183,150,2,-0.327249
-81.6601,-147.823,28830243,150,3,-0.439741
-80.688,-173.21,28834927,150,2,0.0511327
-81.6118,-147.065,28835462,150,3,-0.5011
-81.8083,-109.258,28841714,150,4,-0.0715858
-81.3007,-133.614,28856227,150,4,-0.255663
-78.9217,-119.739,28865837,150,4,-0.0409062
-80.8731,-133.811,28875229,150,4,-0.23521
-78.1292,-124.717,28887607,150,4,-0.0409062
-82.5299,-122.417,28887675,150,4,-0.143172
-81.7429,-109.074,28889559,150,4,-0.0920388
-78.361,-122.842,28899763,150,4,-0.0920388
-81.0303,-110.784,28937807,150,4,0.0204531
-79.8273,-138.593,28987060,150,4,-0.204531
-81.6978,-130.886,29111918,150,4,-0.204531
-80.7789,-132.698,29136197,151,4,-0.214757
-80.0424,-134.366,29162284,151,1,-0.194304
-80.9513,-131,29162285,151,1,-0.194304
-81.5935,-111.107,29173012,151,4,-0.0920388
-78.9689,-118.644,29183860,151,4,-0.112492
-81.529,-117.811,29190232,151,4,-0.122718
-81.034,-131.952,29199816,151,4,-0.204531
-79.6195,-126.716,29202909,151,4,-0.132945
-82.0359,-111.005,29213460,151,4,-0.0920388
-82.1718,-129.962,29240044,151,4,-0.173851
-78.7131,-128.052,29271616,151,4,-0.122718
-82.4188,-145.515,29274243,151,4,-0.286343
-80.9756,-133.495,29294587,151,4,-0.214757
-81.0352,-133.519,29305066,151,4,-0.214757
-81.3401,-112.065,29318515,151,4,-0.112492
-81.0195,-135.314,29324796,151,4,-0.245437
-80.894,-134.043,29343922,151,4,-0.214757
-80.9353,-133.39,29351427,151,4,-0.204531
-81.053,-132.495,29357527,151,4,-0.194304
-82.5082,-112.071,29359740,151,4,-0.0409062
-78.0887,-126.148,29383595,151,4,-0.0920388
-80.9784,-136.267,29388727,151,4,-0.255663
-80.9368,-135.452,29392346,151,4,-0.23521
-81.1996,-135.891,29437802,151,4,-0.245437
-82.3749,-127.106,29480688,152,2,-0.143172
-82.6223,-113.539,29526866,152,4,-0.0920388
-78.1649,-127.271,29558143,152,4,-0.0920388
-80.9909,-143.558,29568856,152,4,-0.644272
-81.5499,-114.848,29576861,152,4,-0.0920388
-81.414,-115.128,29583192,152,4,0.0102265
-81.3878,-115.178,29583372,152,4,0.0613592
-80.6312,-136.255,29588637,152,4,-0.214757
-81.1307,-115.787,29598536,152,4,-0.102265
-81.1739,-135.204,29603504,152,4,-0.214757
-81.134,-133.867,29623561,152,4,-0.194304
-82.4965,-114.141,29629021,152,4,-0.102265
-81.0926,-136.487,29681960,152,4,-0.23521
-78.9349,-129.455,29683861,152,4,-0.122718
-79.5463,-130.058,29686147,152,4,-0.132945
-81.1154,-135.325,29710387,152,1,-0.214757
-81.3368,-115.679,29719487,152,4,-0.0102265
-85.1128,-169.326,29448225,153,4,1.26809
-83.2294,-113.297,29470559,153,4,-0.0613592
-81.0666,-133.252,29476271,153,4,-0.194304
-80.0065,-135.841,29501022,153,4,-0.184078
-80.6901,-139.482,29501622,153,4,-0.306796
-80.7406,-134.033,29502476,153,4,-0.194304
-82.1787,-132.082,29507373,153,4,-0.173851
-78.6888,-123.725,29509147,153,4,0.122718
-80.8942,-135.181,29510900,153,4,-0.214757
-81.2562,-135.35,29513272,153,4,-0.224984
-78.8065,-122.622,29552135,153,4,-0.112492
-77.9376,-127.698,29553235,153,4,-0.112492
-83.0581,-113.884,29553871,153,4,-0.0920388
-78.4432,-125.574,29556228,153,4,-0.102265
-78.4794,-125.368,29557618,153,4,-0.0920388
-81.1815,-135.071,29561449,153,4,-0.214757
-81.1692,-134.455,29566902,153,4,-0.204531
-81.0961,-133.798,29568605,153,4,-0.194304
-79.1047,-128.189,29569731,153,4,-0.122718
-80.7395,-137.033,29570962,153,4,-0.23521
-80.9933,-135.359,29572718,153,4,-0.214757
-81.147,-135.746,29576774,153,4,-0.224984
-81.2659,-115.361,29578907,153,4,-0.0920388
-81.1685,-136.318,29605153,153,4,-0.23521
-81.119,-134.629,29615960,153,4,-0.204531
-81.175,-135.228,29616245,153,4,-0.214757
-81.0988,-135.31,29617028,153,4,-0.214757
-82.629,-112.952,29619473,153,4,-0.112492
-78.5184,-125.415,29626092,153,4,0.26589
-81.0808,-133.94,29628150,153,4,-0.194304
-81.0234,-134.085,29672790,153,4,-0.194304
-80.9093,-139.91,29673930,153,4,-0.327249
-80.9958,-136.104,29677840,153,4,-0.224984
-80.9668,-134.176,29678543,153,4,-0.194304
-76.8618,-144.586,29679755,153,4,0.460194
-77.0404,-153.102,29679912,153,4,0.102265
-78.5568,-131.858,29680600,153,4,-0.122718
-81.1198,-135.936,29680794,153,4,-0.224984
-81.047,-134.796,29680899,153,4,-0.204531
-81.1041,-135.336,29712837,153,4,-0.214757
-81.1055,-135.339,29714675,153,4,-0.214757
-81.142,-135.882,29715225,153,4,-0.224984
-80.6025,-136.403,29716214,153,4,-0.214757
-78.1596,-127.788,29716392,153,4,0.286343
-82.7968,-114.441,29716478,153,4,-0.0613592
-80.9581,-135.553,29718498,153,4,-0.214757
-78.1538,-127.822,29720299,153,4,0.347702
-81.1425,-135.312,29720336,153,4,-0.214757
-78.3459,-126.698,29727725,153,4,-0.0613592
-78.0738,-128.434,29727777,153,4,-0.0818123
-81.4946,-115.537,29762559,153,4,0.214757
-81.037,-136.109,29765638,153,4,-0.224984
-80.9515,-135.687,29784844,153,4,-0.214757
-82.1867,-121.255,29805792,153,4,-0.122718
-80.9775,-136.46,29837371,153,4,-0.224984
-78.8273,-130.076,29844726,153,4,-0.122718
-81.1034,-136.417,29859141,153,4,-0.224984
-81.1034,-136.417,29859142,153,4,-0.224984
-81.5155,-115.921,29866297,153,4,-0.102265
-80.9681,-135.639,29913628,153,4,-0.204531
-81.079,-137.977,29948779,153,4,-0.245437
-80.9118,-136.818,29975381,153,4,-0.214757
-80.85,-135.902,30014352,153,4,-0.194304
-80.9921,-138.46,30035518,153,4,-0.23521
-80.9276,-138.047,30040367,153,4,-0.224984
-81.0131,-138.024,30042429,153,4,-0.224984
-81.062,-138.041,30045177,153,4,-0.224984
-80.8734,-137.639,30050370,153,4,-0.214757
-80.99,-136.279,30059740,153,4,-0.194304
-80.7341,-146.011,30064562,153,4,-0.685178
-81.0489,-136.35,30069914,153,4,-0.194304
-81.1367,-136.989,29766249,154,4,-0.245437
-78.2587,-127.181,29767094,154,4,-0.0818123
-78.3472,-126.65,29767382,154,4,-0.102265
-81.0447,-135.538,29770124,154,4,-0.214757
-80.6611,-136.307,29782653,154,4,-0.214757
-78.4518,-126.071,29798120,154,4,-0.102265
-82.1867,-121.255,29805792,154,4,-0.122718
-82.3935,-114.816,29806324,154,4,-0.102265
-82.6005,-114.788,29806802,154,4,0.0306796
-80.949,-134.406,29808166,154,4,-0.194304
-81.1289,-134.932,29808845,154,4,-0.204531
-81.9074,-137,29831887,154,4,-0.224984
-78.8273,-130.076,29844726,154,4,-0.122718
-81.0332,-135.838,29844936,154,4,-0.214757
-79.6193,-126.34,29850566,154,4,-0.122718
-80.4986,-140.412,29854700,154,4,-0.286343
-82.544,-115.035,29857589,154,4,-0.0613592
-81.0456,-135.894,29858822,154,4,-0.214757
-81.1034,-136.417,29859142,154,4,-0.224984
-81.0416,-134.588,29874230,154,4,-0.194304
-81.075,-137.564,29885834,154,4,-0.245437
-83.2298,-115.7,29889411,154,4,-0.0715858
-81.0093,-135.451,29892359,154,1,-0.204531
-81.0531,-136.136,29903277,154,4,-0.214757
-82.5536,-115.721,29922467,154,4,-0.0920388
-80.9131,-136.406,29922691,154,4,-0.214757
-82.7695,-115.808,29922868,154,4,-0.102265
-82.6128,-115.774,29923356,154,4,-0.0920388
