lat,lon,EventNumber
-80.126,-125.813,26459641
-78.7532,-103.651,26460957
-78.9997,-109.153,26478853
-79.012,-103.935,26504315
-78.6687,-105.002,26504363
-78.6537,-104.126,26512834
-78.7236,-103.892,26514517
-78.8335,-104.449,26519795
-78.4612,-105.83,26529786
-79.1797,-102.542,26531144
-80.2608,-127.658,26534232
-80.2705,-127.66,26534930
-80.3262,-127.961,26562253
-78.7243,-104.124,26597693
-78.5652,-105.703,26599124
-78.7885,-105.077,26651835
-78.9275,-103.841,26796700
-78.7349,-104.967,26857054
-78.6858,-105.197,26862423
-78.6107,-105.712,26888623
-78.961,-105.506,26893697
-78.4925,-106.243,26911822
-78.8587,-104.95,26917302
-78.8386,-105.12,26955121
-78.5368,-106.246,26959240
-78.9351,-104.804,26966285
-78.7518,-105.544,26972163
-78.9161,-105.416,27076460
-78.7472,-105.967,27095851
-79.6554,-103.019,27148686
-79.5523,-103.319,27159226
-78.985,-106.304,27320616
-79.962,-133.311,27442723
-76.1078,-146.295,27744158
-77.4937,-121.44,27837286
-80.5671,-130.48,27852580
-80.6409,-130.236,27831007
-78.4522,-118.247,28112998
-81.7977,-131.181,28160927
-81.4733,-108.933,28205528
-81.7006,-131.404,28234970
-77.6464,-124.776,28245146
-80.5906,-133.571,28253667
-80.8053,-135.349,28295391
-77.2617,-129.028,28317576
-81.3746,-130.853,28329585
-81.0453,-131.887,28343864
-80.9563,-132.669,28349805
-81.7037,-136.454,28368891
-77.8034,-125.262,28404644
-78.932,-118.767,28440333
-78.8647,-130.814,28453288
-81.0888,-132.223,28474799
-78.0786,-125.049,28625310
-81.3306,-131.145,28655406
-81.9278,-122.965,28660387
-81.2842,-131.187,28670230
-81.3684,-131.734,28676107
-83.4017,-107.848,28679817
-81.7479,-145.747,28696388
-81.1897,-130.496,28700647
-77.9835,-125.921,28703013
-79.012,-126.235,28705036
-81.2904,-131.722,28726495
-81.7215,-137.888,28731485
-78.0524,-124.169,28755166
-79.9732,-132.066,28757001
-81.5919,-149.102,28779834
-81.6581,-149.774,28779848
-78.0099,-125.97,28782370
-81.2343,-131.825,28790821
-81.6721,-147.081,28799370
-81.6839,-146.963,28805147
-81.679,-149.734,28805149
-81.6607,-149.501,28805181
-81.6455,-148.88,28806257
-81.1969,-130.349,28816727
-81.649,-147.131,28818822
-81.6438,-147.111,28823555
-81.7231,-149.885,28829183
-81.6601,-147.823,28830243
-80.688,-173.21,28834927
-81.6118,-147.065,28835462
-81.8083,-109.258,28841714
-81.3007,-133.614,28856227
-78.9217,-119.739,28865837
-80.8731,-133.811,28875229
-78.1292,-124.717,28887607
-82.5299,-122.417,28887675
-81.7429,-109.074,28889559
-78.361,-122.842,28899763
-81.0303,-110.784,28937807
-79.8273,-138.593,28987060
-81.6978,-130.886,29111918
-80.7789,-132.698,29136197
-80.0424,-134.366,29162284
-80.9513,-131,29162285
-81.5935,-111.107,29173012
-78.9689,-118.644,29183860
-81.529,-117.811,29190232
-81.034,-131.952,29199816
-79.6195,-126.716,29202909
-82.0359,-111.005,29213460
-82.1718,-129.962,29240044
-78.7131,-128.052,29271616
-82.4188,-145.515,29274243
-80.9756,-133.495,29294587
-81.0352,-133.519,29305066
-81.3401,-112.065,29318515
-81.0195,-135.314,29324796
-80.894,-134.043,29343922
-80.9353,-133.39,29351427
-81.053,-132.495,29357527
-82.5082,-112.071,29359740
-78.0887,-126.148,29383595
-80.9784,-136.267,29388727
-80.9368,-135.452,29392346
-81.1996,-135.891,29437802
-82.3749,-127.106,29480688
-82.6223,-113.539,29526866
-78.1649,-127.271,29558143
-80.9909,-143.558,29568856
-81.5499,-114.848,29576861
-81.414,-115.128,29583192
-81.3878,-115.178,29583372
-80.6312,-136.255,29588637
-81.1307,-115.787,29598536
-81.1739,-135.204,29603504
-81.134,-133.867,29623561
-82.4965,-114.141,29629021
-81.0926,-136.487,29681960
-78.9349,-129.455,29683861
-79.5463,-130.058,29686147
-81.1154,-135.325,29710387
-81.3368,-115.679,29719487
-85.1128,-169.326,29448225
-83.2294,-113.297,29470559
-81.0666,-133.252,29476271
-80.0065,-135.841,29501022
-80.6901,-139.482,29501622
-80.7406,-134.033,29502476
-82.1787,-132.082,29507373
-78.6888,-123.725,29509147
-80.8942,-135.181,29510900
-81.2562,-135.35,29513272
-78.8065,-122.622,29552135
-77.9376,-127.698,29553235
-83.0581,-113.884,29553871
-78.4432,-125.574,29556228
-78.4794,-125.368,29557618
-81.1815,-135.071,29561449
-81.1692,-134.455,29566902
-81.0961,-133.798,29568605
-79.1047,-128.189,29569731
-80.7395,-137.033,29570962
-80.9933,-135.359,29572718
-81.147,-135.746,29576774
-81.2659,-115.361,29578907
-81.1685,-136.318,29605153
-81.119,-134.629,29615960
-81.175,-135.228,29616245
-81.0988,-135.31,29617028
-82.629,-112.952,29619473
-78.5184,-125.415,29626092
-81.0808,-133.94,29628150
-81.0234,-134.085,29672790
-80.9093,-139.91,29673930
-80.9958,-136.104,29677840
-80.9668,-134.176,29678543
-76.8618,-144.586,29679755
-77.0404,-153.102,29679912
-78.5568,-131.858,29680600
-81.1198,-135.936,29680794
-81.047,-134.796,29680899
-81.1041,-135.336,29712837
-81.1055,-135.339,29714675
-81.142,-135.882,29715225
-80.6025,-136.403,29716214
-78.1596,-127.788,29716392
-82.7968,-114.441,29716478
-80.9581,-135.553,29718498
-78.1538,-127.822,29720299
-81.1425,-135.312,29720336
-78.3459,-126.698,29727725
-78.0738,-128.434,29727777
-81.4946,-115.537,29762559
-81.037,-136.109,29765638
-80.9515,-135.687,29784844
-82.1867,-121.255,29805792
-80.9775,-136.46,29837371
-78.8273,-130.076,29844726
-81.1034,-136.417,29859141
-81.1034,-136.417,29859142
-81.5155,-115.921,29866297
-80.9681,-135.639,29913628
-81.079,-137.977,29948779
-80.9118,-136.818,29975381
-80.85,-135.902,30014352
-80.9921,-138.46,30035518
-80.9276,-138.047,30040367
-81.0131,-138.024,30042429
-81.062,-138.041,30045177
-80.8734,-137.639,30050370
-80.99,-136.279,30059740
-80.7341,-146.011,30064562
-81.0489,-136.35,30069914
-81.1367,-136.989,29766249
-78.2587,-127.181,29767094
-78.3472,-126.65,29767382
-81.0447,-135.538,29770124
-80.6611,-136.307,29782653
-78.4518,-126.071,29798120
-82.1867,-121.255,29805792
-82.3935,-114.816,29806324
-82.6005,-114.788,29806802
-80.949,-134.406,29808166
-81.1289,-134.932,29808845
-81.9074,-137,29831887
-78.8273,-130.076,29844726
-81.0332,-135.838,29844936
-79.6193,-126.34,29850566
-80.4986,-140.412,29854700
-82.544,-115.035,29857589
-81.0456,-135.894,29858822
-81.1034,-136.417,29859142
-81.0416,-134.588,29874230
-81.075,-137.564,29885834
-83.2298,-115.7,29889411
-81.0093,-135.451,29892359
-81.0531,-136.136,29903277
-82.5536,-115.721,29922467
-80.9131,-136.406,29922691
-82.7695,-115.808,29922868
-82.6128,-115.774,29923356
-80.8303,-135.172,29924519
-81.0723,-136.275,29925166
-80.9,-135.078,29925380
-82.4123,-115.83,29925505
-81.0477,-134.926,29926738
-80.898,-136.518,29939379
-80.9882,-137,29941332
-81.027,-136.972,29942174
-78.4978,-125.903,29943145
-78.229,-127.359,29943368
-78.0632,-128.334,29943624
-79.2902,-131.527,29943736
-80.9773,-136.445,29943814
-80.8066,-135.287,29944412
-81.089,-137.459,29944611
-80.9295,-138.467,29945058
-80.9548,-137.561,29945384
-82.0496,-122.399,29957264
-80.9597,-135.216,29957463
-80.9675,-135.208,29957504
-81.5337,-122.645,29965367
-82.8358,-115.024,29966003
-80.9558,-136.038,29966400
-81.0051,-137.862,29979820
-80.9956,-138.926,30036000
-81.0131,-138.024,30042429
-81.034,-138.02,30042728
-80.785,-138.263,30047555
-80.8634,-138.753,30053357
-80.9297,-137.627,30053358
-81.0414,-136.933,30053567
-80.886,-137.69,30056830
-81.0956,-137.637,30060700
-80.8935,-135.522,30060701
-79.3703,-134.478,30061166
-82.4501,-117.238,30061644
-80.8959,-136.381,30063396
-79.7321,-127.181,30066908
-80.9947,-137.724,30067529
-80.8869,-135.59,30067579
-78.9724,-124.715,30095008
-81.4364,-148.924,30136219
-80.8952,-134.704,30076596
-80.9434,-136.525,30080137
-80.6372,-136.93,30086683
-80.5595,-137.077,30088391
-77.7538,-130.922,30095121
-78.9571,-124.78,30095410
-80.26,-135.996,30095524
-78.9643,-124.756,30096317
-80.3897,-137.502,30096629
-78.8774,-125.119,30096862
-80.4513,-136.547,30098624
-78.9839,-124.69,30098709
-78.9246,-124.935,30099131
-80.3605,-137.594,30099317
-80.5341,-137.314,30110189
-81.3703,-150.207,30466796
-81.7751,-148.698,30466788
-80.8941,-151.946,30466864
-81.7337,-148.809,30466827
-81.6881,-148.825,30466849
-81.3876,-150.156,30466812
-84.8508,-130.784,30466835
-80.8941,-151.679,30483480
-77.5447,-134.705,30505334
-77.5056,-134.369,30446771
-81.3559,-150.284,30466787
-84.8259,-130.509,30466799
-81.3915,-152.268,30896348
-81.5513,-158.665,30910525
-85.7442,-168.498,31008503
-84.8596,176.633,31008671
-85.2234,-179.581,31016291
-76.7606,-147.061,31096164
-81.6143,-159.945,31108486
-82.9638,-158.756,31153793
-82.7494,-153.106,31175918
-81.5385,164.511,31433806
-85.434,-136.524,31526715
-80.5809,-172.132,31569717
-85.7909,173.953,31620563
-84.5308,163.719,31646051
-81.7658,-167.376,31665786
-80.7124,-173.531,31670509
-86.3533,-175.152,31714495
-80.2769,-179,31842630
-80.2316,-178.818,31842883
-80.2399,-177.176,31843567
-80.4191,-178.074,31874267
-80.6905,170.423,31874501
-80.6329,-176.382,31874703
-81.644,172.358,31877545
-80.0818,176.634,31877546
-80.1988,-178.852,31877810
-80.468,177.922,31878052
-83.4847,-168.547,31896765
-86.8506,-166.73,31903163
-81.9059,-164.552,31906467
-82.3025,-166.81,31910806
-81.0614,161.955,31927445
-80.7683,-174.988,31951897
-80.6111,-176.229,31954809
-80.5189,-177.018,31955113
-80.749,-176.786,31955211
-80.6934,-176.571,31955914
-80.6072,-177.393,31955936
-80.6791,-176.514,31956172
-80.607,-176.223,31961241
-80.6576,-176.438,31961429
-82.362,-165.704,31961461
-80.6639,163.27,31961471
-82.2549,-167.441,31961480
-83.1596,158.082,31961497
-82.2538,-167.452,31961553
-80.6452,-176.387,31961613
-82.3607,-165.744,31961641
-80.6711,-175.477,31961657
-82.3603,-165.758,31961721
-83.5285,157.978,31961725
-80.742,-174.89,31961943
-80.6245,-176.3,31962014
-80.6204,-176.282,31962073
-82.3583,-165.817,31962153
-84.9549,160.411,31962169
-80.6443,163.328,31962264
-86.4944,176.891,31962301
-80.668,-175.465,31962346
-84.9497,160.386,31962363
-82.3556,-165.89,31962365
-80.5134,-171.358,31962367
-82.24,-167.594,31962384
-82.2372,-167.621,31962398
-82.991,-172.457,31962431
-80.8312,-175.25,31962463
-80.5941,-176.169,31962585
-80.4419,162.608,31962607
-81.4597,-167.984,31963297
-80.6168,-176.268,31963319
-84.7775,159.749,31963390
-80.8185,-175.202,31963429
-80.5508,-177.173,31963441
-80.6329,-176.337,31963589
-80.7089,-175.64,31963616
-80.7089,-175.64,31963627
-80.7515,-175.813,31963742
-80.7132,-176.664,31963894
-80.6985,-176.606,31963969
-80.6714,-176.498,31964829
-80.7453,-175.788,31966769
-80.3169,163.057,31967257
-80.6331,-176.337,31968223
-84.514,158.995,31968988
-80.8059,-174.375,31969052
-80.5745,-176.061,31975499
-80.6304,-176.304,31975899
-80.6177,-176.249,31976367
-80.7105,-175.623,31976505
-80.8928,-174.699,31976576
-80.7139,-177.802,31976595
-81.3255,175.575,31976604
-79.2569,-174.958,31976662
-83.2661,158.09,31976667
-80.8094,162.848,31976725
-80.9019,-174.731,31976928
-80.7643,-175.84,31977005
-80.8801,-174.649,31977021
-80.6267,-175.256,31977045
-80.8801,-174.649,31977067
-81.3496,175.531,31977074
-80.8782,-174.642,31977114
-81.3599,175.512,31977237
-81.2902,175.647,31977246
-81.0175,173.562,31977256
-80.8891,-174.682,31977371
-82.8641,156.554,31977380
-80.6844,-176.523,31977609
-81.2414,175.75,31977819
-80.8011,-175.108,31977841
-80.7846,-175.041,31978213
-80.8419,162.771,31978334
-80.9424,-177.52,32003538
-80.7812,-177.131,32022433
-86.4303,179.044,32041483
-80.5758,-179.239,32051759
-80.6736,-179.659,32055009
-80.6277,-179.525,32055712
-83.5076,-158.015,32062332
-84.4203,-130.837,32081594
-80.6741,179.844,32102538
-80.3831,178.976,32114327
-85.4242,-143.149,32283431
-83.4004,-138.741,32904345
-85.0854,-145.632,33981784
-80.0259,150.634,34489681
-80.0962,150.348,34490148
-80.136,150.189,34490632
-80.0807,150.45,34495000
-80.0905,150.363,34498108
-80.2574,149.689,34499759
-81.2818,166.068,34503181
-80.2011,149.783,34507222
-80.0554,150.151,34514812
-80.0347,150.232,34521079
-80.0044,150.353,34521622
-80.199,149.526,34524900
-80.2224,149.428,34525373
-81.2273,164.921,34525814
-82.6773,143.552,34541385
-80.294,148.915,34542933
-80.2743,148.95,34543791
-80.1672,149.336,34545408
-80.2142,149.142,34550168
-81.014,162.647,34551775
-81.1111,164.666,34555170
-80.0367,148.441,34621505
-81.0667,163.621,34622527
-81.1857,163.288,34626829
-80.0435,148.326,34628392
-81.0207,162.552,34629138
-80.9896,162.598,34630277
-80.0929,148.034,34631351
-80.3265,147.047,34649601
-81.2727,163.593,34651080
-81.2924,163.541,34651966
-80.211,147.33,34653847
-81.2447,163.535,34655162
-80.2157,147.171,34658203
-80.2436,147.066,34658577
-80.0537,147.559,34665587
-82.7572,139.773,34682535
-80.0614,147.217,34688131
-79.9158,147.798,34690988
-81.1425,162.097,34692397
-80.268,146.418,34695510
-79.9283,147.702,34695957
-81.2946,162.438,34705467
-79.982,147.067,34711653
-79.6148,147.913,34741866
-82.621,139.748,34745380
-80.1608,145.247,34765360
-80.1422,145.309,34765750
-82.3236,139.08,34797001
-82.2673,138.762,34807435
-80.0008,169.503,34821110
-80.932,155.769,34839374
-81.1033,156.808,34843620
-80.0946,143.85,34844718
-79.6322,145.738,34851139
-80.0216,169.17,34860000
-79.9378,144.238,34866632
-81.0393,170.768,34870456
-80.0278,169.222,34874493
-80.0043,143.854,34878076
-79.7002,145.166,34878666
-86.2515,-172.437,34885371
-80.6563,172.264,34895144
-80.1294,169.485,34900960
-81.2369,157.954,34901757
-80.0434,169.339,34901832
-79.8551,144.12,34902339
-79.915,143.839,34903277
-81.4058,159.955,34906224
-80.0655,168.843,34910126
-80.045,169.53,34910291
-80.1361,169.492,34910308
-79.9263,143.573,34917543
-79.7514,144.291,34920864
-81.0371,155.589,34934083
-79.9513,143.084,34934499
-79.8585,143.494,34936647
-79.7743,143.807,34941268
-79.7742,143.775,34942052
-80.026,148.989,34948511
-79.6385,144.043,34964316
-79.8338,142.879,34976857
-81.04,154.82,34979814
-79.8833,142.626,34984138
-81.9234,134.606,35036009
-79.7369,142.09,35050255
-81.3854,158.76,35050692
-82.1037,140.478,35074104
-79.721,141.72,35077239
-79.7938,141.362,35081454
-79.6529,141.726,35100370
-79.733,141.172,35119411
-81.6261,167.371,35132331
-79.7284,140.921,35143379
-79.6986,141.07,35143871
-80.2279,167.58,35147082
-82.0034,132.17,35150187
-79.8032,140.324,35158745
-81.1159,150.152,35178629
-79.7926,139.959,35193723
-79.79,139.94,35194953
-79.6764,140.54,35195357
-79.9162,139.267,35195809
-82.5457,148.866,35204036
-80.3253,166.313,35204341
-79.8346,139.446,35230358
-81.3352,152.014,35235863
-79.5851,140.664,35239901
-79.6726,140.155,35240236
-79.7616,139.642,35242076
-85.6891,-158.9,35243212
-85.3721,-157.192,35251656
-82.7746,169.55,35252162
-84.9155,-155.58,35263575
-85.1691,-156.242,35263869
-79.812,139.281,35272726
-81.2779,150.691,35289970
-79.8104,139.244,35298481
-81.6445,178.087,35298520
-79.687,139.954,35299665
-87.1561,154.541,35299732
-87.1424,153.502,35301192
-87.2158,158.68,35301796
-87.4156,157.207,35302570
-86.0819,128.975,35302571
-81.2833,153.379,35310053
-81.8757,130.179,35318028
-81.241,150.823,35321918
-79.6536,140.057,35323436
-81.3757,150.271,35328969
-81.8269,130.124,35359609
-81.8566,130.026,35360051
-85.0742,-154.841,35368712
-79.893,138.673,35382349
-79.8362,139.018,35386340
-79.8171,139.138,35389807
-81.224,167.212,35396621
-79.769,139.241,35396729
-79.8646,138.761,35403505
-83.2031,164.83,35408470
-81.3203,148.616,35414099
-84.3856,166.086,35414156
-80.0564,166.168,35415695
-78.4403,149.902,35428511
-79.9213,137.999,35450288
-79.8474,138.431,35450676
-79.8005,138.764,35477287
-85.6288,179.183,35478137
-86.4593,-158.033,35486805
-81.8915,165.428,35489139
-79.7028,139.414,35489688
-81.49,149.706,35505970
-83,163.911,35507860
-81.6307,150.597,35508251
-87.1134,135.125,35523921
-79.9855,137.281,35557581
-80.0973,136.52,35684894
-80.8141,140.814,35706703
-79.5318,140.112,35712655
-81.3717,150.608,35717340
-79.6903,138.838,35721246
-80.0564,136.35,35723919
-80.1245,136.002,35760992
-86.8176,125.18,35763443
-85.4527,166.258,35787613
-80.6703,163.929,35798980
-86.3587,145.545,35812633
-80.4727,134.116,35818342
-81.9477,147.693,35839376
-84.1744,-151.297,35881437
-82.5572,161.626,35913542
-80.1097,136.061,35918411
-81.445,163.966,35932619
-82.9655,178.305,35946111
-80.2033,135.002,35979254
-81.9421,153.471,35979255
-80.2822,132.929,35984037
-80.8918,139.552,35985651
-82.7369,156.425,35999471
-81.1473,-161.34,36017419
-84.1851,-153.022,36034581
-81.445,163.966,35932619
-80.8918,139.552,35985651
-82.7369,156.425,35999471
-84.6286,-153.146,36051390
-80.422,162.01,36054493
-80.8454,165.424,36063007
-85.2013,-153.962,36072627
-83.8435,170.808,36087573
-81.3807,144.098,36087593
-80.2956,133.505,36090329
-80.4812,165.641,36113234
-82.7698,124.179,36162978
-81.0279,137.338,36187645
-80.3712,132.638,36188529
-80.0528,134.257,36189980
-80.1865,133.335,36244592
-80.1526,133.42,36250770
-81.4662,144.592,36251051
-82.6153,159.35,36271525
-81.7331,146.624,36276075
-80.393,132.106,36279977
-80.5897,131.122,36287076
-81.5179,143.89,36296678
-81.4794,145.693,36298319
-80.1604,132.761,36312991
-80.3341,131.772,36317696
-80.4909,131.049,36318411
-80.2391,132.23,36318968
-84.6286,-153.146,36051390
-80.422,162.01,36054493
-83.8435,170.808,36087573
-81.3807,144.098,36087593
-80.2956,133.505,36090329
-81.0279,137.338,36187645
-80.3712,132.638,36188529
-81.4662,144.592,36251051
-82.6153,159.35,36271525
-81.5179,143.89,36296678
-81.4794,145.693,36298319
-80.3341,131.772,36317696
-80.4909,131.049,36318411
-81.5972,147.322,36329918
-80.0437,132.797,36339241
-80.1536,132.123,36345541
-81.5618,160.058,36389520
-80.1751,131.098,36402843
-80.1863,131.054,36408436
-77.8992,147.805,36408468
-79.99,131.459,36428797
-80.2002,130.355,36432939
-80.1819,130.442,36433286
-81.3545,143.522,36433882
-81.3026,142.006,36435107
-80.2047,130.358,36435445
-80.7498,134.933,36437935
-80.1617,130.458,36442516
-80.1898,130.233,36449063
-80.0939,130.396,36463476
-80.2433,129.658,36464774
-77.8246,147.186,36465657
-80.1928,129.846,36465758
-80.5673,128.144,36466716
-80.2107,129.696,36467020
-80.2398,129.372,36481137
-82.442,121.897,36499794
-82.4622,121.847,36500516
-80.2183,129.138,36509640
-80.0816,129.754,36511857
-81.1803,138.995,36514176
-79.8536,129.867,36580535
-80.0805,128.567,36591235
-80.0687,128.048,36633314
-80.1536,132.123,36345541
-81.5618,160.058,36389520
-80.1863,131.054,36408436
-77.8992,147.805,36408468
-80.2002,130.355,36432939
-81.3545,143.522,36433882
-81.3026,142.006,36435107
-80.2047,130.358,36435445
-80.7498,134.933,36437935
-80.0939,130.396,36463476
-80.2433,129.658,36464774
-77.8246,147.186,36465657
-80.1928,129.846,36465758
-80.5673,128.144,36466716
-80.2107,129.696,36467020
-82.442,121.897,36499794
-82.4622,121.847,36500516
-81.1803,138.995,36514176
-80.0567,127.637,36663940
-82.5296,145.53,36664685
-81.6399,145.916,36664686
-80.9578,137.347,36674808
-81.2894,139.907,36675203
-81.1128,136.7,36679552
-80.0517,127.481,36680946
-80.3206,125.914,36698087
-81.2599,139.335,36716969
-80.1977,125.833,36735010
-80.2927,125.393,36735442
-80.1279,126.153,36735891
-80.0712,126.128,36746316
-79.0547,131.441,36774335
-79.6405,127.687,36787121
-80.1735,124.59,36814606
-81.2923,137.689,36816558
-81.2792,136.046,36816964
-81.466,137.111,36817600
-80.0126,125.273,36818977
-77.6617,144.868,36833018
-80.0905,124.403,36853478
-82.1805,116.741,36857000
-81.4503,137.951,36858495
-81.1569,135.871,36861095
-80.1435,123.816,36884538
-77.7046,144.152,36886824
-79.8682,125.196,36888410
-81.5917,137.146,36888781
-79.4405,146.22,36892112
-80.0235,124.267,36907310
-79.957,124.552,36910145
-79.8735,124.957,36911352
-80.0126,124.22,36912263
-79.8975,124.82,36913483
-79.9521,124.541,36914029
-79.976,124.482,36917637
-80.0375,124.175,36918054
-79.8714,125.045,36919140
-80.087,123.75,36929792
-80.0872,123.578,36939712
-79.9215,124.466,36949083
-79.9708,124.043,36955069
-80.0204,123.778,36956300
-80.5095,160.21,36970599
-80.0567,127.637,36663940
-82.5296,145.53,36664685
-81.6399,145.916,36664686
-81.2894,139.907,36675203
-80.3206,125.914,36698087
-81.2599,139.335,36716969
-80.1977,125.833,36735010
-80.2927,125.393,36735442
-80.1279,126.153,36735891
-80.0712,126.128,36746316
-79.6405,127.687,36787121
-81.2923,137.689,36816558
-81.2792,136.046,36816964
-81.466,137.111,36817600
-80.0126,125.273,36818977
-80.0905,124.403,36853478
-81.1709,135.353,36903221
-79.7533,125.629,36910564
-81.7451,142.049,36911788
-80.1053,123.836,36918705
-80.9901,133.755,36920871
-77.7674,144.306,37023932
-80.3744,154.172,37072350
-80.9393,152.776,37087143
-77.834,144.366,37118445
-77.8924,142.754,37119695
-80.0348,152.41,37143668
-80.2304,152.617,37152452
-81.2276,151.348,37152883
-80.0488,152.663,37153485
-80.0503,152.69,37154071
-81.0117,151.358,37154579
-79.9098,143.861,37169608
-77.8876,143.556,37184321
-78.1915,137.521,37193287
-80.0562,151.891,37199843
-80.0314,150.889,37200982
-80.2237,151.326,37203128
-80.0386,151.194,37204056
-77.8472,145.182,37206949
-77.9356,142.262,37207611
-81.0395,151.121,37211567
-81.0248,150.644,37213537
-81.0285,150.747,37214470
-77.918,142.819,37215983
-80.0776,152.119,37224965
-80.0546,175.259,37230295
-82.1269,150.862,37235984
-78.0076,140.827,37236122
-80.4194,145.105,37236445
-80.9732,150.69,37237100
-80.649,145.661,37237421
-77.9123,143.39,37237906
-80.0935,151.996,37255879
-80.0546,150.578,37274605
-81.0269,149.809,37275317
-80.0644,150.923,37280382
-81.1448,149.852,37281363
-81.2348,-179.905,37290476
-80.0603,150.646,37296027
-82.2076,153.274,37300985
-81.1262,148.914,37307626
-81.8346,148.2,37338689
-78.0118,140.469,37347622
-80.0847,150.824,37351923
-80.2346,149.748,37352965
-82.7688,160.662,37359903
-82.7442,-176.34,37360596
-80.9578,149.017,37361023
-83.1725,-175.681,37364421
-83.1441,-175.727,37364500
-85.2392,-176.944,37371006
-84.7637,-175.694,37377027
-80.0861,150.498,37380078
-80.141,158.714,37381369
-83.7703,-175.286,37392103
-83.4587,160.796,37392231
-82.0638,151.045,37174540
-80.0641,150.935,37272046
-80.0699,151.045,37290105
-81.2348,-179.905,37290476
-81.2321,149.375,37291735
-78.0188,140.17,37310241
-80.9612,148.72,37418563
-80.4501,142.676,37419662
-83.7476,158.907,37422501
-81.0941,148.82,37433078
-77.9513,141.456,37435051
-78.786,140.677,37445771
-81.0259,148.503,37462870
-79.8543,149.721,37465248
-86.2666,173.84,37480053
-78.0287,139.166,37482847
-81.6272,147.296,37489741
-79.8669,149.793,37505436
-80.2547,149.31,37509180
-79.5582,148.437,37509884
-80.0861,149.635,37510372
-80.9625,148.257,37510889
-81.3588,143.584,37511462
-79.8926,141.235,37512731
-81.074,147.83,37514635
-80.0965,149.925,37515533
-81.0691,147.691,37516047
-79.8494,149.218,37516046
-79.5883,149.655,37518309
-81.1283,147.793,37519172
-77.908,149.506,37519171
-80.236,148.76,37522335
-80.2508,149.122,37524542
-78.8185,138.791,37538054
-78.023,138.513,37538053
-79.2756,140.272,37539705
-77.9682,140.034,37540201
-77.9811,139.647,37542210
-77.9411,140.865,37544117
-77.9408,140.769,37549198
-79.6035,149.628,37549199
-77.9562,140.237,37550105
-79.6083,149.714,37552269
-81.0354,147.99,37557419
-79.5815,148.894,37558540
-79.5777,148.772,37558966
-78.7393,149.924,37567633
-79.5812,148.855,37569388
-86.7556,127.693,37569575
-77.9782,139.057,37575370
-80.5509,173.47,37583177
-77.9634,139.214,37593847
-79.8793,149.269,37594269
-79.6015,149.221,37594723
-77.9497,149.94,37595158
-80.0476,147.823,37596120
-79.8345,147.967,37597355
-81.0623,146.765,37597895
-77.9639,139.276,37597894
-79.858,148.653,37598379
-79.5864,148.721,37598819
-80.2221,147.55,37600976
-77.9258,148.794,37601429
-79.8557,148.518,37602352
-79.8389,147.999,37603412
-77.8784,143.949,37605278
-80.0788,148.568,37606374
-79.8697,148.845,37606844
-80.2828,148.907,37616731
-81.2001,147.281,37617247
-80.4558,149.234,37617745
-79.5992,148.782,37618260
-80.0978,148.86,37619311
-78.0664,136.735,37621823
-79.8678,148.617,37622753
-77.9565,149.531,37623256
-80.1207,152.823,37624203
-77.9699,149.916,37625171
-80.8153,154.93,37627467
-80.0672,147.974,37628782
-77.9441,148.832,37629235
-80.0827,148.367,37629581
-79.569,147.659,37631056
-77.9607,139.584,37631534
-79.8354,147.451,37632446
-77.985,138.831,37632907
-77.9566,139.729,37633364
-77.9821,149.921,37633824
-77.9801,149.876,37634269
-77.9782,149.832,37634758
-80.2157,146.897,37636132
-80.2308,147.413,37636593
-79.8566,148.148,37637032
-77.9706,149.871,37640291
-79.6059,148.744,37644089
-78.7413,148.993,37645535
-77.9678,149.518,37646006
-77.9767,149.763,37647985
-79.8932,148.967,37648463
-79.856,148.062,37651967
-77.9719,149.77,37652522
-77.9774,149.94,37653110
-77.957,149.336,37653772
-79.8617,148.216,37655332
-79.8585,148.13,37655331
-80.0709,147.935,37656122
-77.9527,149.178,37656915
-79.5903,148.28,37657727
-80.0753,147.96,37664997
-79.8942,148.889,37667868
-79.6496,149.595,37670057
-79.9086,149.192,37670056
-79.614,148.797,37671133
-79.6439,149.464,37672612
-79.6167,148.789,37678555
-79.2679,149.096,37679011
-79.891,148.733,37679494
-79.848,147.621,37682223
-81.0749,146.43,37682761
-79.8643,148.061,37682760
-80.0606,147.426,37684443
-80.2519,147.685,37685739
-79.8825,148.463,37686231
-80.0733,147.742,37686735
-80.0609,147.397,37687270
-77.9707,149.147,37687825
-80.2341,147.18,37688413
-80.043,146.821,37689007
-80.0698,147.619,37689628
-77.9792,149.359,37690044
-80.4245,148.049,37690479
-80.0611,147.368,37691774
-77.9726,149.161,37692487
-79.8647,147.973,37693096
-79.8526,147.646,37693697
-80.0566,147.237,37693696
-79.8559,147.737,37694172
-81.1192,146.069,37694173
-79.8431,147.365,37695132
-80.0635,147.423,37695652
-77.9769,149.217,37697915
-79.5966,147.993,37702974
-77.9865,149.264,37704942
-78.0028,149.847,37707749
-77.9996,149.973,37712989
-77.9993,149.945,37714234
-79.5608,147.004,37714693
-77.9462,139.067,37715104
-77.9892,149.497,37716310
-77.9677,138.57,37718188
-77.9682,148.686,37719328
-79.6175,148.452,37720328
-79.5825,147.535,37721510
-86.7929,129.636,37723746
-77.9868,149.178,37732676
-77.9879,149.192,37733107
