lat,lon
-82.7001,-79.4152
-82.7378,-80.3502
-82.6791,-78.063
-82.6491,-77.3013
-82.6785,-78.0383
-82.787,-82.8624
-81.2095,-64.3454
-81.1555,-64.1288
-73.5943,-71.6111
-81.3798,-82.6992
-81.1054,-64.0691
-73.5831,-71.8231
-75.2838,-65.3073
-82.5348,-76.2528
-82.1065,-70.6233
-82.7436,-83.0962
-82.7512,-83.985
-82.7248,-81.7832
-82.7329,-82.579
-82.3338,-73.1526
-76.8071,-82.5954
-79.0068,-87.2532
-82.6463,-78.8482
-81.6833,-67.6545
-82.6539,-79.8822
-81.6233,-67.3731
-81.3326,-80.6096
-81.4603,-104.59
-82.1477,-99.7702
-81.3731,-81.6367
-83.0632,-77.445
-83.0389,-76.8835
-82.6031,-77.4638
-82.1482,-99.8118
-81.3543,-81.2291
-82.9522,-75.699
-82.9636,-75.9303
-79.3645,-88.4136
-82.7622,-83.8393
-82.8431,-82.5795
-82.843,-82.5667
-82.8443,-82.84
-76.9888,-78.1849
-82.799,-85.7137
-76.5137,-82.6556
-72.5887,-90.5887
-82.7075,-78.3292
-80.0208,-60.3202
-78.24,-87.6476
-82.7597,-79.6082
-82.7597,-79.6082
-78.4558,-88.299
-82.7116,-78.1364
-82.6967,-77.819
-80.9026,-62.4632
-80.6775,-61.8165
-82.7177,-78.7331
-82.7747,-81.2417
-82.7125,-78.522
-82.7144,-78.581
-82.7164,-78.64
-75.6692,-105.328
-75.7475,-105.528
-76.5769,-86.4924
-72.536,-78.6483
-75.5946,-105.172
-76.8483,-88.0596
-76.6366,-81.9783
-81.3436,-81.4727
-82.7327,-79.368
-82.7399,-79.6315
-82.7088,-78.7141
-82.6817,-78.1685
-82.6467,-77.3788
-82.6976,-79.0229
-81.3049,-80.3984
-79.0407,-88.8158
-82.7001,-79.4152
-81.3485,-81.8898
-83.1836,-77.665
-82.6305,-77.4398
-82.951,-96.2491
-81.3507,-81.9313
-81.3507,-81.9313
-82.7378,-80.3502
-82.673,-78.0678
-82.7078,-79.098
-82.6791,-78.063
-82.6491,-77.3013
-82.6785,-78.0383
-82.787,-82.8624
-81.2095,-64.3454
-81.1555,-64.1288
-73.5943,-71.6111
-81.3798,-82.6992
-81.1054,-64.0691
-73.5831,-71.8231
-75.2838,-65.3073
-82.7512,-83.985
-82.7248,-81.7832
-82.1065,-70.6233
-82.7436,-83.0962
-82.5348,-76.2528
-82.7329,-82.579
-82.3338,-73.1526
-76.8071,-82.5954
-79.0068,-87.2532
-82.6463,-78.8482
-81.6833,-67.6545
-82.6539,-79.8822
-81.6233,-67.3731
-81.3326,-80.6096
-81.4603,-104.59
-82.1477,-99.7702
-81.3731,-81.6367
-83.0632,-77.445
-83.0389,-76.8835
-82.6031,-77.4638
-82.1482,-99.8118
-81.3543,-81.2291
-82.9522,-75.699
-82.9636,-75.9303
-79.3645,-88.4136
-82.7622,-83.8393
-76.7447,-83.3448
-82.5,-76.1999
-81.3384,-81.0747
-82.9941,-77.8096
-82.9797,-77.4697
-83.0329,-78.8474
-73.6436,-72.6664
-81.3451,-81.7524
-82.421,-75.6662
-75.528,-65.7099
-75.4884,-65.82
-76.9839,-82.6228
-74.9056,-67.5465
-76.9776,-82.6401
-81.2918,-80.566
-82.4282,-76.0082
-82.1714,-72.5836
-74.2975,-69.8441
-75.9961,-76.8677
-76.8559,-82.6973
-82.6967,-73.981
-81.1893,-78.7168
-81.1893,-78.7168
-81.1887,-78.7287
-81.1833,-78.641
-81.1656,-78.3731
-73.4266,-74.194
-75.1203,-66.9751
-76.7337,-78.9453
-76.8649,-82.9527
-81.2778,-81.2386
-81.2842,-81.3973
-81.2426,-80.4636
-81.6143,-68.8471
-79.8694,-90.4075
-74.5917,-69.1876
-81.2227,-80.3762
-82.527,-74.1151
-82.4568,-79.0118
-82.5413,-74.3101
-82.3148,-76.3124
-82.2703,-96.7226
-81.1244,-79.0009
-82.5413,-74.3101
-72.5437,-85.2517
-76.1417,-65.1963
-81.1053,-79.5996
-80.0362,-64.1285
-82.3526,-78.6892
-82.3184,-78.0134
-82.3415,-78.4627
-82.3526,-78.6892
-81.1974,-81.2814
-82.6339,-77.9284
-82.2552,-76.913
-82.2552,-76.913
-82.022,-73.8348
-82.2971,-77.6252
-80.5842,-90.8918
-81.1746,-80.8319
-82.2934,-77.5834
-81.1811,-81.0006
-81.1655,-80.6949
-82.4418,-74.9476
-81.0951,-79.5307
-81.1583,-80.5991
-81.2433,-82.5656
-81.0634,-79.117
-82.1466,-75.5513
-82.2855,-77.6839
-82.5379,-76.5499
-81.1444,-80.4153
-81.1444,-80.4153
-81.1525,-80.5642
-82.4846,-75.7089
-81.1214,-80.0294
-81.1716,-80.9352
-82.5484,-76.7158
-82.3491,-73.8823
-81.1283,-80.1621
-82.1436,-75.5454
-81.1009,-79.7531
-82.3738,-79.5317
-82.3315,-73.7139
-80.9754,-67.0289
-81.0513,-79.0242
-82.1754,-76.0119
-81.0513,-79.0242
-81.0617,-79.1685
-82.5956,-77.6099
-81.0409,-78.8807
-81.0913,-79.6257
-82.3331,-78.78
-79.7556,-91.9165
-78.3448,-93.2267
-81.6885,-101.861
-77.2699,-64.4975
-79.9625,-93.6299
-78.3358,-95.6149
-78.3445,-96.4749
-78.4202,-96.3625
-78.2168,-95.2313
-78.3803,-95.6685
-79.3724,-93.5977
-78.1689,-94.2862
-78.1356,-94.4858
-78.1285,-94.5739
-78.8417,-110.641
-78.9007,-110.668
-80.2149,-96.4987
-76.5167,-104.405
-82.1766,-96.8449
-78.382,-96.2165
-78.3475,-110.852
-78.1699,-94.3105
-78.3102,-94.5646
-78.4158,-96.3742
-79.5726,-93.373
-78.4721,-96.5305
-82.2283,-101.58
-78.3983,-95.3792
-78.4694,-95.1877
-78.5121,-97.482
-78.4787,-96.0995
-82.1584,-76.486
-82.1929,-76.9016
-81.1446,-97.6633
-81.8417,-73.5674
-81.8179,-73.3819
-82.0406,-75.3545
-80.4302,-67.0994
-81.0825,-78.9436
-82.3585,-75.7328
-79.5199,-94.0603
-79.9121,-91.8363
-78.4339,-95.327
-81.0942,-78.8591
-78.4859,-96.5164
-78.4162,-97.3461
-78.5973,-96.7734
-77.5188,-112.055
-78.5876,-96.5252
-77.9358,-91.8842
-78.4013,-96.6076
-74.6041,-74.7638
-82.0522,-106.951
-78.606,-96.7209
-78.6634,-96.5671
-78.557,-96.9396
-78.7243,-98.7176
-78.5528,-108.435
-78.7782,-89.0892
-75.2484,-72.6609
-77.1247,-92.4443
-77.6315,-90.6527
-77.7491,-88.3079
-78.1282,-92.9521
-77.6528,-113.552
-82.4808,-79.5113
-74.4016,-76.6002
-81.3123,-99.8092
-76.9548,-112.569
-78.6516,-97.3351
-78.5472,-97.684
-82.0335,-105.788
-78.2979,-114.162
-76.4582,-110.91
-78.8217,-98.836
-78.7165,-98.6924
-82.0719,-107.526
-78.6276,-98.55
-82.33,-105.52
-78.9191,-114.892
-78.9817,-99.084
-78.32,-93.8365
-78.9153,-115.17
-78.986,-115.457
-78.7632,-98.7825
-78.8729,-99.4988
-78.8891,-99.2033
-77.1674,-109.13
-78.8101,-99.9027
-78.942,-98.2288
-80.3926,-100.879
-78.9616,-116.821
-76.5311,-111.826
-78.9738,-100.548
-78.9673,-100.589
-82.1555,-110.39
-79.043,-100.768
-78.9504,-100.926
-79.0713,-101.467
-78.9773,-100.265
-79.1222,-101.591
-78.9585,-100.399
-77.0211,-114.371
-79.0253,-100.139
-78.9796,-101.513
-78.8963,-100.347
-78.0681,-116.019
-75.1621,-106.371
-79.1474,-101.462
-77.7713,-95.7272
-81.2188,-116.664
-79.1292,-101.295
-81.8681,-113.633
-79.0184,-101.98
-82.167,-112.141
-79.1695,-102.425
-79.1589,-100.627
-79.1623,-101.146
-76.8721,-114.269
-79.8977,-99.5792
-81.919,-114.871
-79.1483,-101.812
-79.1434,-101.891
-78.9188,-118.176
-78.8202,-100.331
-79.2255,-102.282
-81.9573,-115.183
-79.7422,-87.5348
-82.2573,-115.704
-79.1763,-102.918
-78.5937,-100.456
-75.337,-82.9647
-76.875,-98.8951
-82.2466,-115.133
-79.3265,-103.62
-78.4959,-95.6102
-77.2936,-111.461
-79.3169,-103.451
-79.3133,-96.5069
-78.2434,-104.205
-79.189,-99.7259
-79.3292,-102.786
-79.1034,-102.97
-80.3067,-101.146
-79.5116,-103.632
-79.1066,-97.8386
-79.3752,-103.856
-79.2719,-102.838
-79.2698,-102.554
-79.3023,-101.984
-79.3815,-103.227
-79.4679,-104
-78.7222,-119.706
-79.1814,-103.758
-79.2944,-102.126
-77.9714,-107.383
-77.0125,-115.956
-79.6792,-102.963
-79.4717,-102.583
-79.3822,-103.067
-79.4122,-98.3728
-81.6644,-120.103
-77.0852,-115.68
-79.3818,-103.207
-79.4202,-102.871
-80.5654,-92.2263
-78.85,-120.388
-79.4413,-103.243
-81.5246,-113.499
-80.3154,-101.54
-79.4337,-101.362
-75.6633,-109.533
-79.1698,-98.2187
-78.947,-101.91
-79.1824,-92.0902
-79.3025,-103.796
-79.108,-98.5984
-79.3831,-103.39
-78.9242,-120.555
-80.1422,-102.951
-79.3095,-103.573
-81.1768,-120.561
-77.2362,-112.937
-79.2863,-103.725
-79.3106,-90.0223
-79.3546,-90.4706
-78.9977,-95.1404
-79.7221,-71.8299
-79.4204,-89.3567
-79.3488,-90.4675
-79.3566,-90.4826
-79.2909,-89.6002
-79.3737,-89.7349
-79.322,-90.4239
-79.8589,-71.7778
-79.3674,-90.1345
-79.4168,-89.356
-80.1213,-71.7583
-79.2953,-90.7143
-82.6617,-79.8863
-79.3495,-89.2494
-79.3646,-90.1353
-79.4055,-89.7991
-79.3622,-89.7204
-79.3709,-89.7355
-79.3506,-90.4835
-79.3034,-90.3975
-79.3587,-89.2637
-79.3564,-90.1201
-79.3402,-89.2355
-79.5396,-93.216
-79.3812,-89.3028
-79.5057,-89.5442
-80.5806,-93.423
-79.36,-89.2689
-79.3459,-89.6966
-79.4146,-90.2397
-79.3195,-89.6547
-79.3371,-89.6823
-79.4239,-89.8392
-79.4153,-89.3621
-79.4047,-89.8018
-79.4225,-89.3776
-79.4513,-88.9172
-79.3858,-89.3129
-79.4225,-89.3776
-79.3858,-89.3129
-79.3497,-90.4895
-79.4225,-89.3776
-79.3264,-89.6677
-79.4317,-89.3947
-79.3789,-89.7561
-79.3352,-89.6817
-79.4042,-89.3446
-79.415,-89.3642
-79.3157,-90.0683
-83.4219,-89.4006
-78.8295,-98.2938
-83.5311,-100.894
-78.9764,-97.474
-79.3286,-91.1513
-79.4359,-90.7508
-79.3649,-89.795
-79.3151,-90.8318
-79.3669,-90.5921
-79.3592,-90.5759
-80.2526,-71.6506
-79.1476,-103.953
-79.3883,-90.6818
-79.3893,-90.3011
-79.2316,-90.0306
-79.3113,-89.7465
-79.251,-90.7653
-79.4119,-99.7078
-74.4496,-101.421
-79.1173,-103.81
-79.1083,-103.537
-79.3291,-100.315
-79.0774,-103.933
-79.0823,-103.349
-79.0811,-103.928
-77.2336,-95.9261
-74.2574,-94.9598
-82.3158,-97.4539
-78.3655,-97.5258
-78.2127,-97.8503
-79.1533,-91.8291
-79.1857,-92.3861
-79.1708,-91.8718
-78.5143,-94.0691
-79.1279,-92.2434
-78.6366,-97.3945
-79.1776,-92.3862
-79.0971,-92.6023
-79.112,-92.1419
-79.112,-92.1419
-79.2134,-91.8688
-78.9586,-91.8354
-79.0964,-92.1107
-79.0812,-92.0759
-78.3253,-97.6901
-79.095,-92.8832
-79.0255,-92.7335
-79.1272,-92.5127
-79.1849,-92.1345
-78.502,-93.9434
-79.076,-92.4612
-78.9471,-93.7584
-79.1002,-92.0069
-79.0925,-91.9891
-79.1413,-91.519
-79.1793,-90.9465
-79.1674,-90.9262
-79.0863,-91.9824
-79.0688,-91.9527
-79.1961,-91.6599
-79.1497,-90.8967
-79.0952,-92.0688
-73.9606,-101.873
-76.9747,-79.4223
-79.1215,-93.0485
-78.9405,-94.207
-79.0647,-92.9029
-78.9581,-94.2534
-78.8953,-93.8061
-78.723,-93.195
-78.9582,-94.0033
-78.8958,-94.8441
-78.9205,-94.6399
-78.4534,-98.3287
-78.9225,-94.9546
-79.7923,-87.2266
-79.4313,-97.4527
-78.4818,-98.2276
-79.2653,-87.8401
-73.9304,-96.4371
-76.4822,-120.105
-77.6919,-100.452
-77.9806,-90.9701
-79.0724,-94.1404
-78.9192,-94.3344
-80.8697,-95.3456
-78.4776,-99.8782
-79.1015,-94.3416
-78.9799,-94.5475
-79.0549,-94.2316
-79.1158,-94.4046
-79.0336,-94.1798
-78.9492,-94.9602
-79.0712,-94.8192
-79.0934,-94.3424
-79.0909,-94.8811
-79.0385,-94.7255
-79.0241,-95.1684
-79.0641,-94.7992
-78.97,-95.0172
-78.9917,-95.0749
-79.0358,-94.7214
-79.0934,-94.3424
-79.043,-94.7405
-79.084,-94.8605
-78.9147,-94.8791
-78.9188,-96.0558
-79.0574,-94.7853
-79.0708,-94.2822
-78.9795,-94.0555
-79.1174,-93.8053
-79.0464,-94.2192
-79.0275,-94.7034
-79.0489,-94.7607
-79.0347,-94.7223
-79,-94.6289
-79.0275,-94.7034
-79.0499,-94.235
-79.0621,-94.8066
-78.9916,-94.6122
-79.0655,-94.8202
-79.062,-94.8111
-79.0364,-94.7376
-79.0518,-94.784
-79.0346,-94.7355
-79.0207,-94.7055
-78.9775,-94.6032
-78.8036,-95.48
-78.8743,-95.2895
-75.7909,-118.967
-78.9097,-95.6292
-73.7482,-104.522
-73.8918,-108.135
-78.2404,-104.909
-78.9749,-107.932
-78.8933,-107.528
-78.3993,-103.996
-73.8906,-108.326
-78.8939,-108.192
-80.5304,-127.078
-74.5709,-92.4938
-75.0393,-89.7195
-74.44,-93.6612
-78.8654,-108.114
-78.4654,-104.135
-78.8376,-106.368
-78.4851,-116.526
-74.6851,-105.376
-76.4684,-85.8492
-77.8178,-107.137
-78.1336,-106.242
-78.7481,-107.028
-75.1564,-91.8702
-78.7588,-115.485
-78.807,-114.377
-78.9352,-107.631
-74.587,-113.076
-78.4565,-107.272
-81.2933,-81.3753
-79.45,-99.7981
-79.443,-99.7884
-74.6352,-112.289
-79.4461,-98.5527
-79.4643,-99.0238
-80.2159,-133.32
-78.7168,-111.873
-79.5325,-98.0101
-79.2734,-97.9234
-79.9499,-99.0401
-79.5372,-99.2613
-79.3333,-133.028
-79.6944,-133.429
-78.5981,-96.6844
-78.6239,-98.0088
-79.5827,-99.821
-79.2226,-132.762
-78.8843,-111.606
-79.6692,-98.7584
-78.7451,-111.897
-76.3713,-88.3515
-78.9838,-110.917
-78.4983,-113.896
-79.6755,-97.3825
-78.3079,-116.84
-78.5446,-115.017
-79.8644,-135.027
-78.9974,-112.321
-81.8452,-116.271
-81.4203,-136.295
-81.6879,-135.908
-81.658,-135.962
-81.7052,-135.925
-81.5777,-136.136
-82.0744,-135.117
-82.1912,-134.808
-82.3497,-134.349
-82.4633,-133.902
-82.7791,-132.429
-81.5374,-136.473
-82.2972,-134.558
-82.6081,-133.333
-82.776,-132.545
-82.7671,-132.476
-81.0114,-116.519
-83.4012,-127.949
-83.6676,-124.71
-83.6673,-124.759
-81.5481,-137.808
-84.0661,-110.764
-81.5909,-110.165
-81.1679,-110.621
-83.9627,-104.927
-83.8756,-102.829
-78.8677,-115.183
-81.7446,-138.504
-81.6022,-138.852
-82.2301,-137.327
-81.6968,-138.824
-77.421,-90.7327
-81.6596,-138.959
-81.8651,-138.51
-82.1208,-137.793
-81.8037,-138.784
-82.1592,-137.744
-81.8765,-138.721
-81.6407,-139.285
-81.8155,-138.88
-82.2458,-137.602
-81.9263,-138.657
-82.0143,-138.34
-82.4502,-136.829
-82.3937,-137.11
-82.2236,-137.76
-82.1668,-137.953
-78.357,-118.715
-82.4094,-137.191
-82.2829,-137.818
-82.2842,-137.845
-82.2787,-137.936
-78.8438,-111.414
-82.3906,-137.655
-82.4057,-137.649
-82.2787,-138.17
-82.5221,-137.515
-82.5659,-137.643
-82.4152,-138.535
-82.7235,-137.163
-82.6301,-137.92
-82.9511,-136.321
-82.9504,-136.738
-75.8926,-100.04
-83.1375,-135.818
-78.6132,-113.444
-78.6157,-113.448
-76.0206,-99.8343
-75.0445,-106.064
-78.5705,-114.886
-78.6958,-115.471
-76.0607,-99.7407
-78.4375,-114.621
-75.8191,-107.613
-75.2013,-104.833
-75.9172,-100.566
-83.0954,-136.96
-83.3619,-134.804
-83.5291,-133.485
-83.4955,-133.864
-83.5508,-133.236
-83.5445,-133.363
-83.6605,-132.58
-83.6627,-132.593
-83.6702,-132.639
-83.843,-130.185
-83.6957,-132.608
-83.7342,-132.18
-83.6657,-133.113
-83.8333,-130.668
-83.8956,-129.863
-83.9501,-128.879
-83.8092,-131.893
-83.9193,-130.069
-76.5437,-99.8587
-84.362,-112.607
-81.2499,-118.73
-83.1605,-110.758
-81.0624,-117.597
-78.4713,-96.1374
-78.6038,-112.267
-78.7947,-114.043
-78.9228,-113.132
-78.4951,-96.1355
-78.5739,-95.9332
-78.4951,-96.1355
-78.4951,-96.1355
-78.5685,-113.221
-78.6117,-113.048
-78.6958,-113.38
-78.6639,-95.79
-81.1148,-114.748
-81.357,-114.052
-83.3088,-97.4669
-82.4673,-94.2378
-79.9487,-125.723
-78.172,-98.3524
-78.172,-98.3524
-77.6363,-106.357
-80.5198,-99.2054
-76.1959,-107.332
-78.8442,-115.239
-77.8237,-99.8281
-78.947,-96.133
-78.2081,-98.4573
-78.7324,-116.245
-78.8201,-115.71
-78.7795,-115.155
-77.9161,-99.6366
-77.7131,-100.452
-78.4264,-98.0782
-78.0966,-99.2725
-80.2933,-93.3206
-78.8795,-115.936
-78.6131,-109.456
-76.5988,-137.18
-77.2797,-103.532
-80.2884,-92.2812
-77.2203,-110.994
-78.8639,-108.542
-78.2103,-109.053
-78.8779,-108.544
-76.5468,-108.589
-76.3888,-109.949
-83.7206,-94.8665
-78.965,-108.338
-76.9156,-106.637
-76.5549,-110.035
-78.6065,-107.654
-78.8722,-96.9331
-78.3911,-98.7507
-81.0426,-127.448
-77.608,-102.802
-78.8706,-108.966
-77.4629,-103.698
-78.927,-108.592
-78.6012,-115.822
-78.3661,-115.847
-78.9559,-110.583
-77.4657,-103.795
-78.8061,-109.279
-78.7579,-109.574
-78.7915,-109.367
-77.5939,-102.984
-78.9226,-108.607
-78.9184,-108.63
-78.8708,-108.9
-78.8738,-108.883
-77.2053,-135.945
-81.3056,-120.019
-81.1183,-114.584
-79.6446,-102.895
-77.5698,-103.062
-77.5602,-103.122
-78.8459,-109.047
-78.5635,-107.851
-78.5079,-108.191
-78.884,-108.824
-81.6438,-124.311
-81.4603,-151.268
-78.9213,-110.437
-78.7389,-116.383
-78.0971,-99.9192
-77.4179,-103.902
-81.17,-115.436
-78.9188,-112.328
-76.9548,-107.442
-76.3396,-115.358
-80.4814,-91.9582
-77.4548,-103.817
-79.5884,-93.3089
-84.9886,-139.207
-78.3899,-104.699
-76.3888,-127.129
-78.2546,-99.6807
-78.9897,-110.007
-78.4829,-98.6811
-84.4752,-98.8072
-78.8899,-117.301
-78.9628,-109.988
-77.7065,-102.483
-76.7263,-109.78
-77.9561,-116.23
-78.9494,-109.952
-85.1199,-108.833
-77.6384,-102.533
-76.3949,-112.795
-79.6429,-94.4546
-77.6821,-102.309
-81.8557,-126.886
-78.6929,-106.679
-77.2581,-137.892
-77.8996,-101.374
-78.9404,-117.681
-78.9433,-114.179
-77.9608,-101.879
-76.0953,-116.193
-77.9818,-143.051
-83.3891,-147.369
-78.8966,-107.117
-78.7926,-104.721
-78.5646,-100.702
-78.7025,-101.001
-76.2624,-114.277
-76.2709,-114.308
-81.4609,-121.441
-78.7573,-113.178
-82.9564,-100.823
-76.3174,-114.108
-76.4588,-113.205
-76.1726,-115.445
-76.251,-114.93
-78.6654,-102.732
-78.9001,-102.035
-78.8079,-102.623
-76.1849,-117.096
-78.686,-118.34
-78.4738,-104.125
-78.7555,-104.319
-80.0814,-128.064
-78.9218,-103.144
-80.126,-125.813
-78.7532,-103.651
-79.7849,-131.825
-78.9997,-109.153
-79.012,-103.935
-78.6687,-105.002
-78.6537,-104.126
-78.7236,-103.892
-78.8335,-104.449
-78.4612,-105.83
-79.1797,-102.542
-80.2608,-127.658
-80.2705,-127.66
-75.9371,-122.536
-76.5386,-116.254
-80.3262,-127.961
-79.3105,-103.251
-78.7243,-104.124
-78.5652,-105.703
-78.7885,-105.077
-78.9275,-103.841
-80.3562,-101.184
-85.0159,-112.634
-78.7349,-104.967
-80.8926,-134.422
-78.6858,-105.197
-80.0672,-135.55
-78.6107,-105.712
-78.961,-105.506
-78.4925,-106.243
-78.8587,-104.95
-76.1242,-139.003
-78.8386,-105.12
-78.5368,-106.246
-78.9351,-104.804
-78.7518,-105.544
-79.9692,-130.784
-78.9161,-105.416
-81.8432,-162.702
-78.7472,-105.967
-76.8151,-146.892
-79.8678,-133.986
-80.0655,-133.401
-82.1143,-162.981
-80.1297,-133.008
-79.6554,-103.019
-79.5523,-103.319
-77.2372,-114.09
-80.0718,-129.265
-81.171,-133.006
-78.985,-106.304
-76.7035,-149.749
-80.3546,-136.32
-79.962,-133.311
-77.7635,-158.839
-77.869,-159.335
-79.0647,-164.142
-80.6985,-139.284
-80.7302,-149.056
-76.1078,-146.295
-77.3352,-157.887
-81.1432,-144.241
-77.4937,-121.44
-80.5671,-130.48
-80.6409,-130.236
-80.562,-129.36
-81.4553,-141.483
-78.1611,-162.708
-77.1231,-125.423
-81.1367,-135.602
-82.767,-173.852
-79.6277,-137.62
-77.6604,-122.283
-81.0282,-133.617
-80.776,-130.451
-80.9102,-130.303
-81.8824,-107.486
-80.9338,-130.347
-80.778,-131.692
-77.5386,-121.828
-80.7816,-130.635
-80.6839,-129.392
-80.8298,-131.879
-80.9863,-131.141
-80.684,-133.906
-78.4522,-118.247
-81.9945,-107.455
-80.8289,-131.418
-77.891,-121.382
-81.9337,-168.203
-80.8469,-130.302
-78.9506,-116.254
-81.7977,-131.181
-80.8364,-130.472
-81.4733,-108.933
-78.781,-117.571
-80.8994,-130.759
-77.7518,-122.433
-77.9204,-122.68
-81.7006,-131.404
-82.5449,-108.192
-80.6509,-135.78
-77.6464,-124.776
-80.8965,-132.272
-80.5906,-133.571
-85.9445,-158.634
-82.9965,-176.857
-77.9331,-121.868
-82.2071,-148.707
-81.3851,-135.283
-80.8907,-132.533
-80.8053,-135.349
-80.9319,-132.474
-80.9764,-130.355
-80.9945,-132.394
-81.015,-132.395
-77.2617,-129.028
-81.3746,-130.853
-77.5069,-126.998
-82.3447,-116.241
-81.0453,-131.887
-80.9563,-132.669
-81.0642,-133.552
-80.9284,-130.724
-81.0567,-131.97
-81.7037,-136.454
-81.0588,-132.577
-82.3265,-108.533
-82.2498,-123.466
-81.0257,-121.448
-78.5263,-120.574
-77.968,-124.016
-77.9226,-124.345
-77.8034,-125.262
-80.9216,-128.992
-78.1065,-123.328
-77.8762,-124.9
-78.2014,-122.781
-77.9892,-124.222
-78.932,-118.767
-77.951,-124.486
-78.469,-121.221
-78.8647,-130.814
-81.201,-176.029
-80.9875,-133.006
-81.2052,-130.533
-80.9922,-130.914
-81.0431,-132.921
-81.0888,-132.223
-81.0706,-132.272
-81.1179,-132.2
-82.4215,-107.091
-81.0953,-132.312
-81.0514,-130.971
-81.6748,-141.081
-81.3907,-131.931
-81.5025,-134.399
-82.1265,-130.629
-81.1576,-132.284
-81.0244,-131.066
-78.0786,-125.049
-81.1293,-130.793
-81.0551,-130.03
-81.1677,-132.177
-81.3306,-131.145
-81.2416,-131.987
-81.3025,-131.874
-81.9278,-122.965
-81.2417,-131.279
-81.2842,-131.187
-81.3684,-131.734
-83.4017,-107.848
-81.7479,-145.747
-81.2455,-131.179
-81.1897,-130.496
-81.2632,-130.349
-77.9835,-125.921
-81.1584,-130.567
-79.012,-126.235
-81.1415,-131.364
-81.6612,-142.045
-81.2904,-131.722
-81.7215,-137.888
-81.2456,-130.301
-81.2699,-136.519
-78.0524,-124.169
-79.9732,-132.066
-78.162,-124.675
-81.3495,-131.603
-81.5919,-149.102
-81.6581,-149.774
-78.0099,-125.97
-81.2343,-131.825
-81.6721,-147.081
-81.6839,-146.963
-81.679,-149.734
-81.6607,-149.501
-81.6455,-148.88
-78.8359,-119.261
-81.1969,-130.349
-81.649,-147.131
-81.1391,-130.484
-81.6438,-147.111
-81.7231,-149.885
-81.6601,-147.823
-81.5379,-131.852
-80.688,-173.21
-81.6118,-147.065
-81.0969,-132.056
-81.8083,-109.258
-81.6383,-143.288
-81.2397,-132.221
-81.3007,-133.614
-78.9217,-119.739
-80.8731,-133.811
-81.1802,-130.025
-78.1292,-124.717
-82.5299,-122.417
-81.7429,-109.074
-81.1804,-131.495
-80.5966,-151.131
-78.361,-122.842
-77.0061,-142.467
-81.5279,-143.441
-77.2014,-134.534
-81.2124,-131.812
-81.1802,-131.878
-81.0303,-110.784
-81.1621,-129.807
-82.0595,-107.341
-78.2888,-121.91
-77.1799,-149.842
-81.1898,-130.523
-80.4459,-171.765
-82.1047,-143.905
-82.1346,-144
-85.6362,-166.444
-77.9274,-125.695
-79.8273,-138.593
-81.0503,-132.169
-81.1846,-129.797
-81.1488,-129.868
-81.9282,-134.804
-78.984,-117.78
-78.3759,-122.374
-78.3459,-122.604
-78.201,-123.678
-81.0508,-132.927
-81.0124,-133.031
-81.0315,-132.995
-78.234,-123.462
-81.1689,-130.224
-80.9483,-133.234
-82.352,-109.5
-81.1114,-132.372
-81.2071,-131.703
-81.6978,-130.886
-82.1921,-109.862
-80.7789,-132.698
-81.8556,-110.525
-76.8468,-148.172
-80.0424,-134.366
-80.9513,-131
-81.5935,-111.107
-78.9689,-118.644
-81.529,-117.811
-78.0696,-124.814
-81.034,-131.952
-78.2911,-123.522
-79.6195,-126.716
-82.066,-117.642
-82.0359,-111.005
-78.1482,-124.426
-82.1718,-129.962
-78.7131,-128.052
-82.4188,-145.515
-81.2326,-133.111
-79.322,-128.743
-81.4649,-112.543
-84.0692,-175.21
-80.9756,-133.495
-81.0352,-133.519
-81.3401,-112.065
-81.0195,-135.314
-80.894,-134.043
-81.2633,-143.459
-77.0344,-135.028
-80.9353,-133.39
-81.053,-132.495
-82.5082,-112.071
-78.0887,-126.148
-80.9784,-136.267
-81.171,-135.157
-80.9368,-135.452
-78.3341,-124.708
-81.1996,-135.891
-82.3749,-127.106
-81.2164,-134.599
-80.989,-134.199
-82.6223,-113.539
-78.3835,-125.788
-78.1649,-127.271
-80.9909,-143.558
-81.5499,-114.848
-81.414,-115.128
-81.3878,-115.178
-80.6312,-136.255
-81.1307,-115.787
-81.1739,-135.204
-81.134,-133.867
-83.3542,-177.643
-81.0844,-134.68
-82.4965,-114.141
-81.0926,-136.487
-78.9349,-129.455
-79.5463,-130.058
-81.1154,-135.325
-81.3368,-115.679
-81.4458,-142.176
-79.4155,-170.805
-81.0872,-152.689
-82.1995,-114.766
-85.1128,-169.326
-83.2294,-113.297
-81.0666,-133.252
-80.0065,-135.841
-80.6901,-139.482
-80.7406,-134.033
-82.1787,-132.082
-78.6888,-123.725
-80.8942,-135.181
-81.2562,-135.35
-78.8065,-122.622
-77.9376,-127.698
-83.0581,-113.884
-78.4432,-125.574
-78.4794,-125.368
-81.1815,-135.071
-81.1692,-134.455
-81.0961,-133.798
-79.1047,-128.189
-80.7395,-137.033
-80.9933,-135.359
-81.147,-135.746
-81.2659,-115.361
-81.1685,-136.318
-81.119,-134.629
-81.175,-135.228
-81.0988,-135.31
-82.629,-112.952
-78.5184,-125.415
-81.0808,-133.94
-81.0234,-134.085
-80.9093,-139.91
-80.9958,-136.104
-80.9668,-134.176
-76.8618,-144.586
-77.0404,-153.102
-78.5568,-131.858
