lat,lon
-80.1646,165.56
-80.1174,169.309
-80.2428,169.269
-80.1425,169.303
-80.1174,169.309
-80.1927,169.288
-80.1676,169.296
-80.2413,169.269
-80.2413,169.269
-80.141,169.303
-80.141,169.303
-80.141,169.303
-80.2228,178.649
-80.141,169.303
-80.2163,169.279
-80.2398,169.269
-80.1395,169.302
-80.2733,176.72
-80.2398,169.269
-80.1144,169.308
-80.1395,169.302
-80.138,169.302
-80.1129,169.308
-80.1842,178.609
-80.1631,169.295
-80.1882,169.288
-80.1129,169.308
-80.1867,169.287
-80.1365,169.302
-80.2837,178.703
-80.2675,176.714
-80.0848,169.312
-80.135,169.301
-80.1099,169.307
-80.1601,169.295
-80.2339,169.269
-80.1084,169.307
-80.1837,169.287
-80.1084,169.307
-80.2339,169.269
-80.1335,169.301
-80.2104,178.632
-80.2073,169.278
-80.132,169.301
-80.1069,169.306
-80.132,169.301
-80.1556,169.294
-80.1305,169.3
-80.1305,169.3
-80.2324,169.269
-80.0294,165.649
-80.1069,169.306
-80.2324,169.269
-80.1739,178.594
-80.1335,165.579
-80.1305,169.3
-80.083,163.172
-80.0184,161.429
-80.1792,169.286
-80.0819,163.172
-80.2596,176.707
-80.2043,169.278
-80.2388,178.657
-80.1024,169.305
-80.2367,178.654
-80.1511,169.293
-80.1009,169.305
-80.0507,169.313
-80.0875,169.264
-80.238,169.218
-80.2128,169.223
-80.2378,169.214
-80.1375,169.247
-80.2378,169.214
-80.1375,169.246
-80.1076,176.544
-80.2283,169.21
-79.0135,149.561
-80.171,178.509
-80.2283,169.21
-80.227,169.21
-80.2035,178.54
-80.05,169.254
-80.2242,169.21
-80.2242,169.21
-80.2323,178.565
-80.2228,169.209
-80.1978,178.531
-80.1225,169.24
-80.2159,169.208
-80.1156,169.238
-80.1128,169.237
-80.0155,165.593
-80.1156,169.238
-80.0403,169.25
-80.2159,169.208
-80.1393,169.231
-80.2145,169.208
-80.2145,169.208
-80.1521,178.478
-80.1142,169.237
-80.2145,169.208
-80.0775,176.505
-80.1142,169.237
-80.1142,169.237
-80.1865,178.513
-80.0626,169.245
-80.2131,169.207
-80.1128,169.237
-80.0757,176.502
-80.1846,178.51
-80.0701,163.121
-80.1128,169.237
-80.2131,169.207
-80.2131,169.207
-80.0414,176.475
-80.1114,169.236
-80.1114,169.236
-80.1616,169.224
-80.1616,169.224
-80.085,169.24
-80.1114,169.236
-80.2172,178.541
-80.2104,169.207
-80.11,169.236
-80.11,169.236
-80.11,169.236
-80.2104,169.207
-80.085,169.24
-80.0721,176.498
-80.0599,169.244
-80.11,169.236
-80.2104,169.207
-80.11,169.236
-80.2104,169.207
-80.1087,169.235
-80.0097,165.592
-80.0334,169.247
-80.1588,169.223
-80.209,169.207
-80.1839,169.215
-80.209,169.207
-80.2333,176.606
-80.1588,169.223
-80.0836,169.24
-80.1445,178.466
-80.1825,169.215
-80.1073,169.235
-80.1073,169.235
-80.2115,178.532
-80.032,169.246
-80.2076,169.206
-80.2115,178.532
-80.1575,169.222
-80.1073,169.235
-80.066,163.123
-80.0805,169.239
-80.1056,169.234
-80.2115,178.532
-80.0042,161.381
-80.2076,169.206
-80.2059,169.206
-80.1056,169.234
-80.1056,169.234
-80.2059,169.206
-80.2059,169.206
-80.0989,176.515
-80.1307,169.229
-80.1307,169.229
-80.2059,169.206
-80.1056,169.234
-80.129,169.228
-80.1039,169.234
-80.2042,169.206
-80.1039,169.234
-80.2042,169.206
-80.2025,169.206
-80.1791,169.214
-80.2042,169.206
-80.1541,169.222
-80.1541,169.222
-80.2042,169.206
-80.1541,169.222
-80.002,161.383
-80.1039,169.234
-80.2042,169.206
-80.1039,169.234
-80.2025,169.206
-80.1774,169.214
-80.2025,169.206
-80.1022,169.233
-80.1273,169.228
-80.1022,169.233
-80.0887,165.541
-80.1273,169.228
-80.208,176.58
-80.1143,169.225
-80.1895,169.204
-80.0892,169.23
-80.0892,169.23
-80.1895,169.204
-80.1394,169.219
-80.1895,169.204
-80.0892,169.23
-80.1895,169.204
-80.1383,169.218
-80.1885,169.204
-80.1853,178.494
-80.2136,169.195
-80.1885,169.204
-80.1853,178.494
-80.0881,169.229
-80.0631,169.233
-80.1885,169.204
-80.1853,178.494
-80.1885,169.204
-80.0792,169.225
-80.1795,169.201
-80.1781,169.201
-80.0777,169.225
-80.0494,169.216
-80.0748,169.212
-80.0904,169.201
-80.1406,169.19
-80.1656,169.183
-80.1667,169.182
-80.195,169.171
-80.0946,169.197
-80.1197,169.192
-80.0946,169.197
-80.0946,169.197
-80.0946,169.197
-80.0946,169.197
-80.196,169.17
-80.196,169.17
-80.0717,169.2
-80.0583,163.09
-80.0215,169.206
-80.1283,178.403
-80.1982,169.168
-80.0476,169.203
-80.1984,178.478
-80.0978,169.195
-80.1731,169.176
-80.0978,169.195
-80.0727,169.199
-80.1982,169.168
-80.1252,169.188
-80.075,169.197
-80.1007,169.192
-80.1257,169.187
-80.2016,169.165
-80.1765,169.173
-80.2031,178.483
-80.2016,169.165
-80.1012,169.192
-80.1269,169.186
-80.1018,169.191
-80.1018,169.191
-80.2022,169.164
-80.1018,169.191
-80.0773,169.195
-80.0773,169.195
-80.0522,169.199
-80.2028,169.163
-80.1702,178.451
-80.0271,169.201
-80.2278,169.154
-80.1024,169.191
-80.1024,169.191
-80.0522,169.199
-80.1024,169.191
-80.1024,169.191
-80.1024,169.191
-80.1281,169.185
-80.1036,169.189
-80.0779,169.195
-80.0779,169.195
-80.103,169.19
-80.2259,176.558
-80.005,165.548
-80.2034,169.163
-80.2054,178.486
-80.0528,169.198
-80.2039,169.162
-80.1036,169.189
-80.1036,169.189
-80.0634,163.079
-80.1789,169.17
-80.1036,169.189
-80.2266,176.559
-80.0791,169.193
-80.1794,169.17
-80.2045,169.161
-80.1042,169.189
-80.1042,169.189
-80.1794,169.17
-80.054,169.197
-80.207,178.488
-80.2078,178.489
-80.0546,169.197
-80.1048,169.188
-80.1299,169.183
-80.0797,169.193
-80.2281,176.559
-80.0984,176.472
-80.2057,169.16
-80.2057,169.16
-80.1054,169.188
-80.2086,178.49
-80.0467,163.093
-80.2063,169.159
-80.2063,169.159
-80.131,169.182
-80.0307,169.198
-80.1316,169.181
-80.0814,169.191
-80.0814,169.191
-80.2304,176.56
-80.1316,169.181
-80.1476,169.163
-80.1727,169.156
-80.0405,163.079
-80.0471,169.182
-80.0471,169.182
-80.0267,169.18
-80.0441,169.177
-80.1408,169.159
-80.0905,169.17
-80.1347,169.159
-80.1347,169.159
-80.1347,169.159
-80.0364,169.174
-80.1369,169.157
-80.0615,169.172
-80.0113,169.176
-80.1369,169.157
-80.0867,169.168
-80.0867,169.168
-80.0364,169.174
-80.0364,169.174
-80.138,176.528
-80.0368,169.174
-80.138,169.156
-80.1129,169.162
-80.0375,169.174
-80.1132,178.463
-80.138,169.156
-80.1631,169.15
-80.0881,169.167
-80.0379,169.173
-80.1132,169.162
-80.1384,169.156
-80.063,169.17
-80.0379,169.173
-80.1132,169.162
-80.1384,169.156
-80.0131,169.175
-80.1141,178.467
-80.1387,169.156
-80.1141,178.467
-80.1391,169.155
-80.0161,163.083
-80.1407,176.533
-80.1391,169.155
-80.1391,169.155
-80.1391,169.155
-80.1391,169.155
-80.0386,169.173
-80.0134,169.175
-80.0389,169.173
-80.1395,169.155
-80.1395,169.155
-80.1416,176.535
-80.1398,169.155
-80.1398,169.155
-80.1398,169.155
-80.1398,169.155
-80.0896,169.165
-80.081,178.434
-80.1402,169.154
-80.1402,169.154
-80.1421,176.536
-80.0169,163.081
-80.0397,169.172
-80.0397,169.172
-80.1402,169.154
-80.1405,169.154
-80.0903,169.165
-80.04,169.172
-80.1405,169.154
-80.04,169.172
-80.1164,178.475
-80.1164,178.475
-80.1405,169.154
-80.04,169.172
-80.0819,178.437
-80.1405,169.154
-80.1405,169.154
-80.1405,169.154
-80.0404,169.172
-80.1409,169.154
-80.0404,169.172
-80.1409,169.154
-80.1168,178.477
-80.0174,163.08
-80.0404,169.172
-80.1409,169.154
-80.0152,169.174
-80.1434,176.539
-80.1161,169.159
-80.1413,169.154
-80.0162,169.173
-80.0379,165.49
-80.1419,169.153
-80.1419,169.153
-80.167,169.146
-80.0665,169.168
-80.1419,169.153
-80.167,169.146
-80.0919,169.164
-80.2426,169.12
-80.117,169.159
-80.0416,169.171
-80.0416,169.171
-80.1421,169.153
-80.1421,169.153
-80.0416,169.171
-80.117,169.159
-80.1421,169.153
-80.0416,169.171
-80.0416,169.171
-80.0416,169.171
-80.1421,169.153
-80.1172,169.158
-80.0418,169.17
-80.0669,169.167
-80.1423,169.153
-80.1423,169.153
-80.1423,169.153
-80.0669,169.167
-80.1172,169.158
-80.1174,169.158
-80.1189,178.485
-80.042,169.17
-80.1425,169.152
-80.042,169.17
-80.042,169.17
-80.1453,176.543
-80.1453,176.543
-80.0678,169.166
-80.0428,169.169
-80.1434,169.151
-80.144,169.15
-80.0434,169.168
-80.0437,169.168
-80.1487,169.146
-80.1471,169.144
-80.1471,169.144
-80.1471,169.144
-80.0968,169.156
-80.1219,169.15
-80.1242,178.517
-80.01,169.15
-80.0073,169.149
-80.0734,169.138
-80.0904,169.132
-80.0576,169.131
-80.083,169.127
-80.0579,169.131
-80.0327,169.133
-80.0833,169.126
-80.0078,169.134
-80.0583,169.129
-80.0583,169.129
-80.0835,169.126
-80.0583,169.129
-80.0334,169.131
-80.0586,169.128
-80.0334,169.131
-80.0588,169.128
-80.0588,169.128
-80.0104,165.457
-80.0027,178.377
-80.0842,169.123
-80.059,169.127
-80.059,169.127
-80.0087,169.132
-80.0355,176.452
-80.0592,169.126
-80.0089,169.131
-80.0033,178.376
-80.0595,169.125
-80.0595,169.125
-80.0595,169.125
-80.0597,169.125
-80.0597,169.125
-80.0597,169.125
-80.038,178.416
-80.0597,169.125
-80.0597,169.125
-80.0597,169.125
-80.0597,169.125
-80.0599,169.124
-80.0599,169.124
-80.0599,169.124
-80.0599,169.124
-80.0096,169.129
-80.7951,176.778
-80.0599,169.124
-80.0851,169.12
-80.0601,169.123
-80.0601,169.123
-80.0683,169.113
-80.0934,169.109
-80.0154,178.376
-80.0795,169.096
-80.0795,169.096
-80.0795,169.096
-80.0795,169.096
-80.0795,169.096
-80.0795,169.096
-80.0778,169.094
-80.0745,169.089
-80.0717,169.085
-80.0717,169.085
-80.0213,165.412
-80.0717,169.085
-80.0717,169.085
-80.0204,178.342
-80.0717,169.085
-80.0968,169.081
-80.0711,169.084
-80.0951,169.079
-80.07,169.083
-80.07,169.083
-80.07,169.083
-80.0689,169.081
-80.0694,169.082
-80.0194,165.41
-80.0694,169.082
-80.0174,178.334
-80.0694,169.082
-80.0689,169.081
-80.0689,169.081
-80.0167,178.331
-78.9623,149.905
-80.1278,178.84
-80.1664,169.398
-80.191,169.341
-80.2916,169.299
-80.1995,169.323
-80.3383,178.788
-80.049,169.358
-80.2001,169.322
-80.3525,176.796
-80.303,169.271
-80.2668,178.715
-80.0474,169.347
-80.2222,169.303
-80.1218,169.333
-80.2974,169.27
-80.2464,169.293
-80.3325,178.773
-80.2556,169.269
-80.2522,169.27
-80.2238,169.28
-80.1485,169.304
-80.2837,178.703
-80.0848,169.312
-80.1099,169.307
-80.0977,169.302
-80.112,169.267
-80.1371,169.261
-80.1371,169.261
-80.2382,169.227
-80.2533,178.62
-80.2382,169.227
-80.1128,169.265
-80.2128,169.225
-80.2379,169.215
-80.0623,169.263
-80.2379,169.215
-80.0102,176.471
-80.2378,169.214
-80.1622,169.238
-80.0832,163.117
-80.2477,176.623
-80.1183,169.238
-80.1183,169.238
-80.2187,169.209
-80.0829,176.512
-80.0179,165.593
-80.117,169.238
-80.117,169.238
-80.0701,163.121
-80.1114,169.236
-80.2118,169.207
-80.1114,169.236
-80.11,169.236
-80.2104,169.207
-80.1056,169.234
-80.0805,169.239
-80.1307,169.229
-80.1541,169.222
-80.1541,169.222
-80.2025,169.206
-80.1273,169.228
-80.2025,169.206
-80.1757,169.214
-80.1991,169.206
-80.0953,169.232
-80.1849,169.203
-80.0845,169.228
-80.1849,169.203
-80.0594,169.232
-80.0841,169.228
-80.1594,169.21
-80.1845,169.203
-80.1803,178.487
-80.1849,169.203
-80.059,169.231
-80.1845,169.203
-80.1798,178.486
-80.0841,169.228
-80.1081,178.407
-80.1767,178.482
-80.0819,169.227
-80.1051,169.221
-80.1497,169.205
-80.0744,169.221
-80.1747,169.197
-80.0488,169.223
-80.0739,169.22
-80.1738,169.196
-80.1365,178.422
-80.0808,169.208
-80.1561,169.191
-80.1854,169.18
-80.0851,169.205
-80.1854,169.18
-80.1907,169.175
-80.1883,178.47
-80.1406,169.19
-80.0664,169.204
-80.1416,169.189
-80.0936,169.198
-80.0989,169.194
-80.0738,169.199
-80.0738,169.199
-80.2016,169.165
-80.1018,169.191
-80.2022,169.164
-80.0773,169.195
-80.1024,169.191
-80.0522,169.199
-80.2259,176.558
-80.005,165.548
-80.0634,163.079
-80.1101,165.463
-80.0773,169.179
-80.0761,169.179
-80.1903,176.542
-80.1765,169.155
-80.0761,169.179
-80.1752,169.155
-80.1476,169.163
-80.1727,169.156
-80.071,169.178
-80.1463,169.163
-80.0961,169.174
-80.0697,169.178
-80.1625,169.157
-80.1361,169.164
-80.0356,169.181
-80.1599,169.157
-80.1599,169.157
-80.0594,169.178
-80.0228,163.087
-80.0467,169.177
-80.1471,169.158
-80.1471,169.158
-80.1459,169.159
-80.019,169.179
-80.1446,169.159
-80.1459,169.159
-80.1459,169.159
-80.0441,169.177
-80.0692,169.174
-80.0377,169.177
-80.1416,176.524
-80.0377,169.177
-80.0377,169.177
-80.0364,169.176
-80.0364,169.176
-80.1356,169.159
-80.1356,169.159
-80.059,169.173
-80.035,169.176
-80.0852,169.169
-80.1355,169.158
-80.0601,169.173
-80.1358,169.158
-80.1104,178.452
-80.1358,169.158
-80.0102,169.177
-80.1606,169.152
-80.0098,169.177
-80.0353,169.175
-80.0604,169.172
-80.1362,169.158
-80.0859,169.168
-80.0357,169.175
-80.0881,169.167
-80.1384,169.156
-80.1141,178.467
-80.1141,178.467
-80.0389,169.173
-80.1398,169.155
-80.1416,176.535
-80.1402,169.154
-80.1421,176.536
-80.0397,169.172
-80.1402,169.154
-80.0903,169.165
-80.04,169.172
-80.1405,169.154
-80.0819,178.437
-80.0152,169.174
-80.1428,169.152
-80.0422,169.17
-80.0811,165.461
-80.0173,169.172
-80.0424,169.17
-80.1681,169.145
-80.1196,178.49
-80.0929,169.162
-80.0929,169.162
-80.1685,169.144
-80.0428,169.169
-80.0428,169.169
-80.1434,169.151
-80.1436,169.151
-80.0432,169.168
-80.1448,169.149
-80.0946,169.16
-80.0204,163.07
-80.0617,165.47
-80.1448,169.149
-80.145,169.148
-80.0193,169.169
-80.145,169.148
-80.1199,169.154
-80.0698,169.163
-80.1201,169.154
-80.0698,169.163
-80.1201,169.154
-80.1459,169.147
-80.0451,169.166
-80.0467,169.165
-80.1221,169.153
-80.1473,169.147
-80.1473,169.147
-80.1235,169.152
-80.0732,169.161
-80.1487,169.146
-80.1487,169.146
-80.0229,169.167
-80.15,169.145
-80.15,169.145
-80.15,169.145
-80.1489,169.145
-80.0986,169.156
-80.0232,169.166
-80.0483,169.164
-80.1473,169.145
-80.1473,169.145
-80.0719,169.16
-80.0216,169.166
-80.0114,169.151
-80.0868,169.142
-80.0868,169.142
-80.0617,169.146
-80.1106,169.137
-80.0828,169.141
-80.0482,169.142
-80.0734,169.138
-80.0707,169.137
-80.0653,169.136
